"Feed name","Reference","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country"
"Calliandra calothyrsus","121077","90.53","27.04","49.41","10.11","17.50","89.17","","","","","","","","","","","","","","","Kenya"
"Calliandra calothyrsus","121078","90.64","26.47","50.20","9.71","17.75","89.19","","","","","","","","","","","","","","","Kenya"
"Calliandra calothyrsus","121079","90.65","31.29","53.44","11.56","17.63","93.86","","","","","","","","","","","","","","","Kenya"
"Calliandra calothyrsus","121080","90.47","43.22","60.83","20.17","26.94","95.13","","","","","","","","","","","","","","","Kenya"
"Calliandra calothyrsus","121081","90.06","60.76","61.14","31.65","22.56","95.47","","","","","","","","","","","","","","","Kenya"
"Calpurnia aurea","116206","90.64","36.55","45.61","11.29","12.06","87.07","","","","","","","","","","","","","","","Ethiopia"
"Camwood","117114","89.94","44.47","63.65","19.00","","","","","","","","","","","","","","","","","Nigeria"
"Camwood","117123","91.16","42.91","61.65","18.66","","","","","","","","","","","","","","","","","Nigeria"
"Canthium schimperianum","108423","94.79","","","","8.50","94.38","0.50","8.90","100.00","258.50","8.70","1.20","9.70","58.40","22.40","","","","","","Ethiopia"
"Carissa bispinosa","100176","94.21","36.00","47.95","22.12","10.63","","","","","","","","","","","","","","","","Botswana"
"Carissa bispinosa","100177","94.28","37.33","48.28","23.42","9.38","","","","","","","","","","","","","","","","Botswana"
"Carissa bispinosa","102166","90.70","44.91","49.99","30.92","9.81","","1.70","18.10","","","","","","","","","","","","","Botswana"
"Carissa bispinosa","102167","90.07","45.49","47.80","30.16","8.88","","1.70","10.80","","","","","","","","","","","","","Botswana"
"Egyptian carissa","121095","91.78","31.46","42.93","15.30","8.63","93.09","","","","","","","","","","","","","","","Kenya"
"Cadaba farinosa","108412","91.06","","","","26.06","86.46","1.80","14.80","500.00","175.90","27.80","10.10","13.50","59.90","38.30","","","","","","Ethiopia"
"Calliandra calothyrsus","100024","85.98","49.76","53.68","28.43","28.38","89.69","","","","","","","","","","","","","","",""
"Calliandra calothyrsus","100025","84.88","50.68","55.22","29.51","28.56","89.97","","","","","","","","","","","","","","",""
"Calliandra calothyrsus","100026","85.78","47.28","55.84","26.18","27.69","90.08","","","","","","","","","","","","","","",""
"Calliandra calothyrsus","100030","84.99","58.55","59.47","33.03","26.44","89.25","","","","","","","","","","","","","","",""
"Calliandra calothyrsus","100031","84.92","61.87","62.78","35.80","26.81","89.08","","","","","","","","","","","","","","",""
"Calliandra calothyrsus","100032","85.28","61.22","62.35","35.01","25.75","89.14","","","","","","","","","","","","","","",""
"Calliandra calothyrsus","100039","85.31","48.73","57.18","26.22","23.94","92.38","","","","","","","","","","","","","","",""
"Calliandra calothyrsus","100040","86.88","49.39","56.62","26.04","23.06","91.26","","","","","","","","","","","","","","",""
"Calliandra calothyrsus","100041","86.41","47.02","57.54","25.08","23.69","91.49","","","","","","","","","","","","","","",""
"Calliandra calothyrsus","100057","88.56","31.63","42.83","13.31","21.75","94.22","","","","","","","","","","","","","","",""
"Barwood","108243","88.79","45.83","51.10","12.51","15.31","93.41","1.50","8.80","639.07","219.50","21.20","5.20","10.92","102.60","16.78","","","","","","Gambia"
"Barwood","108244","89.40","54.90","59.36","18.62","17.81","93.52","1.60","10.00","726.62","390.80","15.80","4.30","17.45","75.06","14.21","","","","","","Gambia"
"Barwood","108245","88.46","46.62","47.50","13.19","18.06","90.52","2.90","6.60","231.00","1101.20","24.90","5.00","26.23","6.81","25.32","49.63","7.53","4.02","1.72","4.48","Gambia"
"Barwood","108268","87.21","53.77","55.84","16.47","14.69","91.51","2.30","8.60","151.47","133.47","29.00","6.30","18.81","123.27","29.93","58.90","8.87","5.31","2.93","5.44","Gambia"
"Barwood","108297","87.22","46.12","","19.43","32.00","91.71","4.30","4.10","202.36","183.44","34.20","5.30","26.60","69.48","40.24","60.13","9.08","5.48","3.10","5.61","Gambia"
"Barwood","108315","86.95","36.00","42.00","9.93","28.31","88.10","4.00","4.60","58.54","223.35","30.90","4.70","20.36","28.06","22.89","63.51","9.12","5.52","3.14","5.61","Gambia"
"Barwood","108317","88.20","37.00","41.87","10.40","23.50","91.93","3.10","6.50","329.48","455.78","30.00","5.30","20.07","134.69","43.54","62.68","9.46","5.82","3.39","5.86","Gambia"
"Barwood","109040","88.47","21.35","40.08","7.49","21.38","91.98","2.20","5.50","27.81","179.50","31.10","5.30","19.44","29.50","23.62","","","","","","Nigeria"
"Barwood","109051","89.81","42.32","56.14","13.77","14.88","92.23","1.80","5.70","29.84","295.85","26.30","4.10","19.93","48.10","17.37","","","","","","Nigeria"
"Barwood","112643","91.14","51.53","67.11","22.13","16.88","91.87","1.00","","","","","","","","","","","","","","Nigeria"
"Bombax buonopozense","108280","88.53","","25.10","","13.25","92.64","3.10","0.50","149.67","187.51","22.00","5.60","27.79","78.17","42.02","","","","","","Gambia"
"Bombax buonopozense","108300","87.24","24.14","24.83","8.26","23.44","90.76","5.50","6.80","97.20","276.13","24.60","6.20","21.32","47.68","35.76","74.87","11.00","7.20","4.60","6.95","Gambia"
"Boscia albitrunca","121202","93.45","31.76","49.81","13.64","20.31","88.90","","","","","","","","","","","","","","","Botswana"
"Boscia angustifolia","104368","92.05","","","","20.62","88.53","2.40","22.40","","","","","","","","","","","","","Ethiopia"
"Bridelia ferruginea","109037","88.05","29.51","48.13","10.35","12.44","94.15","1.50","5.60","31.35","192.50","19.30","5.20","9.31","303.58","45.77","","","","","","Nigeria"
"Bridelia ferruginea","109069","88.40","25.59","48.05","9.84","14.75","94.15","2.90","5.70","16.86","37.22","20.80","3.60","8.48","168.21","32.13","","","","","","Nigeria"
"Bridelia micrantha","103117","88.38","","44.38","","27.31","93.65","","","","","","","","","","","","","","","Kenya"
"Bridelia micrantha","103131","91.89","","55.11","","13.44","92.89","","","","","","","","","","","","","","","Kenya"
"Barteria fistulosa","117111","88.31","40.37","42.58","14.53","","","","","","","","","","","","53.43","7.99","4.44","2.13","4.81","Nigeria"
"Barteria fistulosa","117121","89.42","31.70","40.16","11.89","","","","","","","","","","","","64.69","9.50","5.86","3.43","5.90","Nigeria"
"Barwood","108239","88.17","46.99","50.41","8.90","14.44","92.53","1.60","7.80","145.06","310.50","24.70","6.60","18.71","72.13","34.82","","","","","","Gambia"
"Terminalia schimperi","109070","88.93","23.06","41.91","6.48","10.25","96.46","1.90","8.90","36.88","296.19","11.60","4.30","18.44","30.25","25.19","","","","","","Nigeria"
"Aspilia africana","109911","92.45","41.28","45.84","","6.06","90.95","0.90","9.80","37.10","162.47","5.30","2.60","16.87","118.77","22.61","50.26","7.66","4.14","1.84","4.56","Nigeria"
"Aspilia mossambicensis","103113","86.98","","31.88","","30.56","84.16","","","","","","","","","","","","","","","Kenya"
"Aspilia mossambicensis","103123","89.79","","30.99","","30.19","82.61","","","","","","","","","","","","","","","Kenya"
"Aspilia mossambicensis","103127","90.88","","34.23","","12.69","80.28","","","","","","","","","","","","","","","Kenya"
"Saltbush (A. halimus)","101938","93.91","19.34","40.10","13.91","13.19","70.47","","","","","6.50","","","","","","","","","","Ethiopia"
"Saltbush (A. nummularia)","101939","91.91","14.27","37.88","9.25","17.50","65.64","","","","","","","","","","","","","","","Ethiopia"
"Balanites aegyptiaca","100942","94.57","","37.50","","17.75","92.26","","","","","","","","","","58.45","8.91","5.31","2.93","5.48","Ethiopia"
"Balanites aegyptiaca","101378","94.12","","35.88","","13.00","91.23","","","","","","","","","","65.88","9.83","6.15","3.68","6.11","Ethiopia"
"Balanites aegyptiaca","101753","94.87","","31.52","","","93.43","","","","","","","","","","65.18","10.00","6.32","3.81","6.23","Ethiopia"
"Balanites aegyptiaca","101779","96.31","","22.56","","23.31","","","","","","","","","","","","","","","","Ethiopia"
"Balanites aegyptiaca","102611","93.82","33.10","87.87","","14.00","","","","","","","","","","","","","","","","Ethiopia"
"Balanites aegyptiaca","102635","92.56","28.74","40.32","10.60","34.44","92.98","4.70","","","","","","","","","","","","","","Ethiopia"
"Balanites aegyptiaca","108425","94.01","","","","10.69","93.95","1.40","7.90","900.00","98.80","14.10","0.70","18.70","36.70","22.50","","","","","","Ethiopia"
"Balanites aegyptiaca","109863","91.55","","40.60","","30.50","93.17","","","","","","","","","","","","","","","Ethiopia"
"Balanites aegyptiaca","110402","91.04","","","","19.56","","","","","","","","","","","60.85","9.00","5.40","3.01","5.52","Kenya"
"Balanites aegyptiaca","111053","92.81","22.17","31.93","13.41","15.69","87.62","","","","","","","","","","","","","","","Ethiopia"
"Balanites aegyptiaca","111090","93.01","24.03","31.36","14.13","15.88","87.00","","","","","","","","","","","","","","","Ethiopia"
"Balanites aegyptiaca","111361","92.06","22.82","33.41","12.83","14.94","87.50","","","","","","","","","","","","","","","Ethiopia"
"Balanites aegyptiaca","111429","91.60","23.98","32.05","13.67","16.31","87.90","","","","","","","","","","","","","","","Ethiopia"
"Balanites aegyptiaca","111444","87.25","25.81","36.34","14.28","17.63","88.10","","","","","","","","","","","","","","","Ethiopia"
"Balanites aegyptiaca","111571","92.30","24.82","34.04","13.74","16.81","87.65","","","","","","","","","","65.33","9.33","5.69","3.26","5.77","Ethiopia"
"Balanites aegyptiaca","112011","93.44","24.54","33.93","13.06","15.81","85.82","","","","","","","","","","","","","","","Ethiopia"
"Balanites aegyptiaca","112850","92.73","24.21","33.52","12.89","16.13","87.29","1.80","","","","","","","","","","","","","","Ethiopia"
"Balanites maughamii","103750","89.86","","","","","91.39","","","","","","","","","","","","","","","Kenya"
"Barleria acanthoides","110932","87.49","","","","20.06","","","","","","","","","","","55.71","8.28","4.73","2.43","5.02","Kenya"
"Barleria acanthoides","111005","91.49","","","","9.63","","","","","","","","","","","","","","","","Kenya"
"Albizia lebbeck","103687","94.62","42.05","","26.02","23.87","93.85","2.10","","","","12.40","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103688","94.64","44.59","","27.23","23.50","93.71","2.20","","","","12.50","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103689","94.44","44.01","","27.18","23.62","93.62","2.20","","","","12.50","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103690","94.53","42.29","","25.97","23.37","93.61","2.10","","","","12.30","","","","","","","","","","Ethiopia"
"Albizia schimperiana","103425","91.15","44.97","","26.98","23.94","93.67","1.90","13.30","","163.03","18.80","3.90","","","16.26","","","","","","Ethiopia"
"Albizia schimperiana","103426","90.72","44.95","","26.50","24.06","93.72","1.90","13.60","","160.04","18.40","4.00","","","15.80","","","","","","Ethiopia"
"Albizia schimperiana","103427","90.91","43.10","","26.21","24.19","93.43","1.90","13.80","","199.93","17.80","4.10","","","9.78","","","","","","Ethiopia"
"African copaiba balsam tree","112656","89.46","63.47","68.65","","17.69","93.35","2.50","","","","","","","","","","","","","","Nigeria"
"African locust bean","117702","89.97","","71.12","","","94.20","","","","","","","","","","","","","","","Nigeria"
"African locust bean","117703","89.78","","72.79","","","94.79","","","","","","","","","","","","","","","Nigeria"
"African locust bean","117704","89.54","","49.89","","","92.81","","","","","","","","","","","","","","","Nigeria"
"African locust bean","117705","88.83","","70.65","","","96.05","","","","","","","","","","","","","","","Nigeria"
"African locust bean","117706","88.55","","71.93","","","91.44","","","","","","","","","","","","","","","Nigeria"
"African locust bean","117707","89.65","","73.01","","","93.90","","","","","","","","","","","","","","","Nigeria"
"African locust bean","117708","89.74","","69.76","","","93.82","","","","","","","","","","","","","","","Nigeria"
"African locust bean","117709","89.15","","69.31","","","94.47","","","","","","","","","","","","","","","Nigeria"
"African locust bean","117710","89.19","","67.05","","","91.68","","","","","","","","","","","","","","","Nigeria"
"African locust bean","117711","88.54","","67.48","","","93.62","","","","","","","","","","","","","","","Nigeria"
"African locust bean","117722","89.22","","71.61","","","94.02","","","","","","","","","","","","","","","Nigeria"
"African locust bean","117724","91.42","","73.50","","","93.39","","","","","","","","","","68.58","10.46","6.74","4.18","6.57","Nigeria"
"African locust bean","117725","90.57","","72.66","","","93.46","","","","","","","","","","","","","","","Nigeria"
"African locust bean","117726","90.64","","74.80","","","93.31","","","","","","","","","","69.56","10.59","6.82","4.31","6.65","Nigeria"
"African locust bean","117727","90.56","","74.05","","","93.35","","","","","","","","","","68.14","10.38","6.65","4.14","6.53","Nigeria"
"Albizia gummifera","104825","92.57","36.47","","19.82","24.64","93.25","2.00","","","","17.50","","","","","","","","","","Ethiopia"
"Albizia gummifera","104846","90.75","","","","24.36","92.89","1.70","","","","12.20","","","","","","","","","","Ethiopia"
"Albizia gummifera","104847","92.00","","","","23.03","92.54","1.80","","","","9.50","","","","","","","","","","Ethiopia"
"Albizia gummifera","104848","91.86","","","","21.28","91.27","1.80","","","","11.80","","","","","","","","","","Ethiopia"
"Albizia gummifera","104849","91.33","","","","22.10","91.47","1.80","","","","10.60","","","","","","","","","","Ethiopia"
"Albizia gummifera","104850","91.47","","","","21.88","91.29","1.70","","","","11.40","","","","","","","","","","Ethiopia"
"Albizia gummifera","104851","91.03","","","","21.13","92.32","1.60","","","","12.50","","","","","","","","","","Ethiopia"
"Albizia gummifera","104852","91.11","","","","21.77","91.61","1.60","","","","9.10","","","","","","","","","","Ethiopia"
"Albizia gummifera","104853","91.79","","","","21.98","92.22","1.70","","","","11.80","","","","","","","","","","Ethiopia"
"Albizia gummifera","104854","91.71","","","","20.01","87.90","1.60","","","","9.10","","","","","","","","","","Ethiopia"
"Albizia gummifera","104855","91.80","","","","21.54","92.15","1.60","","","","11.00","","","","","","","","","","Ethiopia"
"Albizia gummifera","104856","91.19","","","","22.13","92.84","1.70","","","","12.70","","","","","","","","","","Ethiopia"
"Albizia gummifera","104857","92.04","","","","23.54","92.29","1.80","","","","12.20","","","","","","","","","","Ethiopia"
"Albizia gummifera","104858","91.35","","","","23.28","91.62","1.70","","","","11.80","","","","","","","","","","Ethiopia"
"Albizia gummifera","104859","91.40","","","","20.69","92.30","1.40","","","","11.80","","","","","","","","","","Ethiopia"
"Albizia gummifera","104860","91.54","","","","23.34","90.98","1.70","","","","10.70","","","","","","","","","","Ethiopia"
"Albizia gummifera","104876","89.11","","","","22.96","91.47","1.50","","","","5.40","","","","","","","","","","Ethiopia"
"Albizia gummifera","104877","89.15","","","","22.48","91.98","1.50","","","","6.00","","","","","","","","","","Ethiopia"
"Albizia gummifera","104878","90.33","","","","23.31","92.89","1.50","","","","5.60","","","","","","","","","","Ethiopia"
"Albizia gummifera","104879","88.81","","","","21.67","92.58","1.30","","","","6.90","","","","","","","","","","Ethiopia"
"Albizia gummifera","104880","89.79","","","","23.23","92.36","1.50","","","","5.40","","","","","","","","","","Ethiopia"
"Albizia gummifera","104881","90.25","","","","22.01","87.70","1.50","","","","6.10","","","","","","","","","","Ethiopia"
"Albizia gummifera","104882","89.16","","","","23.87","93.28","1.50","","","","5.40","","","","","","","","","","Ethiopia"
"Albizia gummifera","104883","89.65","","","","23.26","92.79","1.60","","","","7.40","","","","","","","","","","Ethiopia"
"Albizia gummifera","104884","89.13","","","","24.53","93.01","1.50","","","","4.90","","","","","","","","","","Ethiopia"
"Albizia gummifera","104885","89.66","","","","23.03","92.29","1.60","","","","6.80","","","","","","","","","","Ethiopia"
"Albizia gummifera","104886","88.90","","","","23.21","93.20","1.60","","","","6.00","","","","","","","","","","Ethiopia"
"Albizia gummifera","104887","89.37","","","","22.66","92.29","1.70","","","","6.60","","","","","","","","","","Ethiopia"
"Albizia gummifera","104888","88.90","","","","22.79","92.34","1.60","","","","7.40","","","","","","","","","","Ethiopia"
"Albizia gummifera","104889","89.93","","","","24.74","90.97","1.70","","","","5.00","","","","","","","","","","Ethiopia"
"Albizia gummifera","104890","90.09","","","","23.56","89.17","1.40","","","","2.80","","","","","","","","","","Ethiopia"
"Albizia gummifera","105043","88.40","68.58","","46.75","26.53","90.08","1.70","","","","0.30","","","","","","","","","","Ethiopia"
"Albizia gummifera","105045","88.69","70.90","","49.09","25.36","91.16","1.70","","","","2.60","","","","","","","","","","Ethiopia"
"Albizia gummifera","105046","88.26","72.45","","50.24","25.97","91.13","1.80","","","","3.20","","","","","","","","","","Ethiopia"
"Albizia gummifera","105047","88.29","72.35","","49.06","25.52","88.98","1.80","","","","2.60","","","","","","","","","","Ethiopia"
"Albizia gummifera","105048","88.47","74.09","","50.77","24.33","91.72","1.80","","","","1.90","","","","","","","","","","Ethiopia"
"Albizia gummifera","105052","88.59","69.99","","49.25","26.61","91.98","1.80","","","","2.50","","","","","","","","","","Ethiopia"
"Albizia gummifera","105053","88.36","70.10","","49.51","25.94","91.95","1.80","","","","1.80","","","","","","","","","","Ethiopia"
"Albizia gummifera","105056","88.03","68.94","","49.56","26.46","90.68","1.70","","","","1.90","","","","","","","","","","Ethiopia"
"Albizia gummifera","105058","87.96","70.52","","49.83","26.02","92.11","1.70","","","","1.70","","","","","","","","","","Ethiopia"
"Albizia gummifera","105059","88.74","70.37","","48.94","26.51","91.58","1.60","","","","1.80","","","","","","","","","","Ethiopia"
"Albizia gummifera","105061","88.84","69.35","","49.50","23.51","90.61","1.30","","","","1.70","","","","","","","","","","Ethiopia"
"Albizia gummifera","105062","88.55","69.20","","47.81","25.06","90.85","1.60","","","","1.50","","","","","","","","","","Ethiopia"
"Albizia gummifera","105063","88.70","65.15","","45.05","26.43","90.66","1.50","","","","0.90","","","","","","","","","","Ethiopia"
"Albizia gummifera","105065","85.98","79.02","","47.33","27.55","84.40","4.20","","","","1.60","","","","","","","","","","Ethiopia"
"Albizia gummifera","105066","88.53","71.64","","50.19","24.25","92.26","1.60","","","","2.40","","","","","","","","","","Ethiopia"
"Albizia gummifera","105069","87.87","71.81","","49.57","23.91","91.42","1.60","","","","1.80","","","","","","","","","","Ethiopia"
"Albizia gummifera","105125","90.70","68.12","","48.29","26.53","83.79","1.60","","","","0.30","","","","","","","","","","Ethiopia"
"Albizia gummifera","105126","90.46","63.22","","44.51","25.39","84.69","1.70","","","","0.80","","","","","","","","","","Ethiopia"
"Albizia gummifera","105128","90.81","66.99","","48.74","25.87","90.75","1.70","","","","0.80","","","","","","","","","","Ethiopia"
"Albizia gummifera","105131","90.73","54.26","","38.13","21.92","75.76","1.60","","","","1.00","","","","","","","","","","Ethiopia"
"Albizia gummifera","105133","91.07","59.25","","41.40","22.98","80.60","1.60","","","","0.90","","","","","","","","","","Ethiopia"
"Albizia gummifera","105135","93.52","58.38","","41.54","23.61","84.47","1.80","","","","1.40","","","","","","","","","","Ethiopia"
"Albizia gummifera","105136","91.12","49.63","","35.82","21.81","80.35","1.50","","","","1.00","","","","","","","","","","Ethiopia"
"Albizia gummifera","105139","90.57","62.58","","45.22","20.78","87.73","1.60","","","","0.80","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103449","95.12","70.02","","51.62","22.94","91.32","1.40","26.70","117.72","","6.10","4.10","","","","","","","","","Ethiopia"
"Albizia lebbeck","103451","94.78","69.74","","51.73","22.56","91.01","1.40","28.10","106.38","","7.00","3.70","","","","","","","","","Ethiopia"
"Albizia lebbeck","103453","94.36","70.01","","52.47","23.25","91.40","1.30","24.00","111.53","","2.80","3.80","","","","","","","","","Ethiopia"
"Albizia lebbeck","103455","94.64","67.61","","51.26","22.69","91.25","1.40","6.90","94.71","","7.00","4.20","","","","","","","","","Ethiopia"
"Albizia lebbeck","103457","94.68","70.17","","51.53","23.31","91.33","1.40","5.50","83.68","","5.60","4.20","","","","","","","","","Ethiopia"
"Albizia lebbeck","103459","94.71","69.55","","51.56","24.69","91.26","1.40","6.20","100.12","","6.30","4.40","","","","","","","","","Ethiopia"
"Albizia lebbeck","103461","94.69","71.69","","54.24","24.44","91.38","1.40","4.20","62.59","","4.30","4.50","","","","","","","","","Ethiopia"
"Albizia lebbeck","103463","95.31","65.53","","49.21","23.19","91.34","1.20","25.90","48.22","","1.50","3.60","","","","","","","","","Ethiopia"
"Albizia lebbeck","103465","95.38","64.33","","48.84","25.00","91.39","1.20","26.00","62.91","","1.80","3.70","","","","","","","","","Ethiopia"
"Albizia lebbeck","103467","94.97","70.76","","52.66","24.50","91.26","1.20","26.60","56.16","","2.10","3.90","","","","","","","","","Ethiopia"
"Albizia lebbeck","103469","95.57","71.04","","52.68","24.87","91.29","1.30","26.00","75.93","","2.00","3.70","","","","","","","","","Ethiopia"
"Albizia lebbeck","103471","94.69","71.51","","53.23","24.87","91.16","1.20","25.50","54.00","","1.90","3.60","","","","","","","","","Ethiopia"
"Albizia lebbeck","103498","95.19","69.56","","53.49","24.12","92.09","1.10","21.40","72.45","","2.60","3.90","","","","","","","","","Ethiopia"
"Albizia lebbeck","103500","95.28","71.02","","54.04","28.00","92.04","1.20","23.50","60.68","","1.90","3.80","","","","","","","","","Ethiopia"
"Albizia lebbeck","103502","94.37","67.25","","50.20","25.94","90.86","0.90","23.00","106.79","","0.90","3.20","","","","","","","","","Ethiopia"
"Albizia lebbeck","103505","94.45","67.42","","50.85","27.44","92.13","1.20","23.00","72.92","","0.90","3.50","","","","","","","","","Ethiopia"
"Albizia lebbeck","103640","95.44","43.89","","26.47","29.12","93.07","2.00","","","","10.40","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103641","95.52","52.95","","33.91","24.44","92.83","2.10","","","","11.70","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103642","95.44","49.16","","30.27","27.75","93.07","2.00","","","","11.40","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103649","95.29","56.02","","34.72","31.06","92.48","2.10","","","","12.70","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103650","94.97","42.78","","26.06","23.56","93.15","2.00","","","","11.90","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103651","95.46","52.58","","33.50","26.00","92.54","2.00","","","","12.20","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103658","94.99","43.25","","28.96","23.31","93.94","1.80","","","","11.60","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103659","95.09","49.19","","32.55","25.62","93.33","1.90","","","","11.30","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103660","94.71","42.60","","26.96","25.12","93.24","1.90","","","","11.80","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103667","94.50","47.92","","30.23","26.62","92.75","2.10","","","","12.20","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103668","94.38","41.73","","26.04","23.62","93.18","1.80","","","","11.70","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103669","94.46","54.75","","37.78","24.44","93.87","1.70","","","","10.90","","","","","","","","","","Ethiopia"
"Albizia lebbeck","103686","94.60","41.54","","25.41","22.81","92.96","2.10","","","","12.10","","","","","","","","","","Ethiopia"
"Vachellia robusta","100157","93.90","33.81","46.06","18.64","15.06","","","","","","","","","","","","","","","","Botswana"
"Vachellia robusta","100158","93.92","33.03","44.43","17.67","15.31","","","","","","","","","","","","","","","","Botswana"
"Vachellia robusta","100159","94.10","36.51","46.77","17.66","15.38","","","","","","","","","","","","","","","","Botswana"
"Acacia salicina","101934","89.79","25.26","46.32","12.45","14.31","83.11","","","","","","","","","","","","","","","Ethiopia"
"Acacia saligna","101914","87.56","","51.36","","13.25","90.42","","","","","","","","","","","","","","","Ethiopia"
"Acacia saligna","101935","92.05","28.00","44.69","13.46","14.88","88.29","","","","","52.50","","","","","","","","","","Ethiopia"
"Acacia saligna","102656","85.82","","51.10","","21.06","91.13","2.40","","","","","","","","","","","","","","Ethiopia"
"Acacia saligna","109357","92.53","","31.36","","23.56","86.52","1.80","32.70","","","","","","","","","","","","","Ethiopia"
"Acacia saligna","111714","91.30","","37.94","","11.69","86.34","0.80","34.40","","","","","","","","","","","","","Ethiopia"
"Acacia saligna","111722","91.39","","40.47","","11.50","85.12","","40.30","","","","5.60","","","","","","","","","Ethiopia"
"Acacia saligna","119491","91.56","42.91","57.28","20.72","12.75","91.99","","","","","","","","","","","","","","","Ethiopia"
"Senegalia senegal","104370","92.91","","","","19.06","88.90","2.20","24.70","","","","","","","","","","","","","Ethiopia"
"Senegalia senegal","104371","92.19","","","","18.00","94.24","2.10","14.30","","","","","","","","","","","","","Ethiopia"
"Senegalia senegal","109363","93.09","","38.40","","25.31","85.33","1.90","39.40","","","","","","","","","","","","","Ethiopia"
"Senegalia senegal","111709","91.40","","41.05","","19.81","87.09","3.10","17.50","","","","","","","","","","","","","Ethiopia"
"Senegalia senegal","111726","91.83","","40.85","","25.88","88.99","2.50","23.50","","","","3.20","","","","","","","","","Ethiopia"
"Senegalia senegal","116208","91.37","51.26","58.27","12.27","6.00","86.14","","","","","","","","","","","","","","","Ethiopia"
"Vachellia seyal","108422","93.47","","","","8.75","92.46","0.70","14.00","200.00","283.10","7.90","2.00","9.70","41.20","21.50","","","","","","Ethiopia"
"Vachellia seyal","109360","93.57","","28.28","","24.56","91.31","1.70","22.00","","","","","","","","","","","","","Ethiopia"
"Vachellia seyal","109376","90.86","","","","15.25","89.39","","","","","","","","","","","","","","","Ethiopia"
"Vachellia seyal","109861","91.13","18.24","32.00","7.90","20.63","90.87","","","","","","","","","","","","","","","Ethiopia"
"Vachellia seyal","111051","91.51","48.79","72.48","6.04","4.56","90.61","","","","","","","","","","","","","","","Ethiopia"
"Vachellia seyal","111066","91.18","16.67","23.89","4.41","17.63","92.22","","","","","","","","","","76.79","11.46","7.57","4.94","7.24","Ethiopia"
"Vachellia seyal","111088","91.90","15.46","23.35","4.94","17.81","91.14","","","","","","","","","","","","","","","Ethiopia"
"Vachellia seyal","111359","91.22","14.26","22.41","4.26","18.13","92.26","","","","","","","","","","","","","","","Ethiopia"
"Vachellia seyal","111427","91.00","12.48","20.93","5.21","18.88","92.02","","","","","","","","","","","","","","","Ethiopia"
"Vachellia seyal","111442","86.60","14.40","21.15","4.70","19.88","92.40","","","","","","","","","","","","","","","Ethiopia"
"Vachellia seyal","111569","91.70","15.51","24.72","4.98","18.13","91.53","","","","","","","","","","74.78","11.09","7.28","4.69","6.99","Ethiopia"
"Vachellia seyal","111707","93.39","","22.25","","18.19","88.27","1.50","32.60","","","","","","","","","","","","","Ethiopia"
"Vachellia seyal","111725","92.80","","26.86","","16.44","90.69","1.60","28.70","","","","3.70","","","","","","","","","Ethiopia"
"Vachellia seyal","112858","92.64","16.04","23.43","5.15","17.94","92.18","1.90","","","","","","","","","","","","","","Ethiopia"
"Vachellia seyal","121043","91.64","27.88","40.56","6.98","16.94","94.36","","","","","","","","","","","","","","","Kenya"
"Vachellia sieberiana","101409","92.56","30.28","41.14","16.18","16.13","88.67","","","","","","","","","","","","","","","Ethiopia"
"Vachellia sieberiana","101417","90.24","35.98","45.61","13.62","13.56","95.06","","","","","","","","","","","","","","","Ethiopia"
"Vachellia sieberiana","101936","93.24","32.85","52.63","19.20","20.69","89.18","","","","","24.90","","","","","","","","","","Ethiopia"
"Vachellia sieberiana","108238","89.03","30.03","36.70","12.00","24.44","94.24","3.50","8.50","180.60","246.90","16.20","3.70","9.21","48.75","36.95","61.02","9.50","5.86","3.43","5.86","Gambia"
"Vachellia sieberiana","117875","93.87","","","","21.63","","","","","","","","","","","","","","","","Ethiopia"
"Vachellia sieberiana","117876","92.58","","","","11.50","","","","","","","","","","","","","","","","Ethiopia"
"Vachellia tortilis","100093","94.84","45.58","51.17","27.86","12.81","","","","","","","","","","","","","","","","Botswana"
"Vachellia tortilis","100160","93.73","44.41","52.14","25.70","14.38","","","","","","","","","","","","","","","","Botswana"
"Vachellia tortilis","100161","94.01","40.78","45.53","23.78","11.13","","","","","","","","","","","","","","","","Botswana"
"Vachellia tortilis","100162","93.92","41.08","47.67","26.58","13.06","","","","","","","","","","","","","","","","Botswana"
"Vachellia tortilis","101818","93.79","","46.30","","14.25","","","","","","","","","","","","","","","","Botswana"
