"Feed name","Reference","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country"
"Barley straw","103851","89.12","","","","2.62","94.66","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103852","89.58","","","","2.44","94.15","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103853","90.37","","","","2.19","95.15","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103854","89.79","","","","2.44","94.62","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103855","90.23","","","","2.00","91.64","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103856","89.31","","","","2.00","91.98","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103857","88.46","","","","1.81","93.69","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103858","89.98","","","","1.81","93.11","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103859","90.63","","","","1.81","93.21","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103860","89.81","","","","2.00","93.62","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103861","89.74","","","","1.94","93.35","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103862","90.33","","","","2.19","94.00","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103863","90.11","","","","2.19","91.63","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103864","90.06","","","","2.19","92.40","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103865","90.02","","","","1.69","92.65","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103866","89.87","","","","1.81","93.37","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103867","90.35","","","","1.62","92.68","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103868","89.89","","","","1.81","94.23","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103869","90.10","","","","2.00","92.67","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103870","89.87","","","","2.19","93.83","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103871","91.09","","","","1.00","92.69","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103872","89.49","","","","1.37","90.40","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103873","91.42","","","","1.37","90.12","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103874","91.22","","","","1.19","91.94","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103875","90.55","","","","1.19","90.68","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103876","91.03","","","","1.19","91.96","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103877","90.88","","","","1.06","90.51","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103878","90.76","","","","1.00","91.27","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103879","89.75","","","","1.00","92.11","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103880","90.64","","","","1.19","90.86","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103881","91.85","","","","1.19","90.97","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103882","91.43","","","","1.00","91.91","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103883","90.87","","","","1.00","91.38","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103884","90.81","","","","1.19","90.51","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103885","91.35","","","","1.00","90.73","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103886","90.24","","","","1.37","90.07","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103887","90.91","","","","1.06","90.57","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103888","90.54","","","","1.00","92.16","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103889","90.65","","","","1.00","91.42","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103890","90.95","","","","1.00","91.81","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103891","90.91","","","","1.00","91.47","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103892","91.42","","","","1.19","90.33","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103893","90.82","","","","1.56","90.14","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103894","90.70","","","","1.19","91.46","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103895","89.73","","","","1.19","91.06","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103896","89.66","","","","1.00","92.24","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103897","90.65","","","","1.00","92.75","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103898","92.29","","","","1.00","90.72","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103899","90.54","","","","1.56","90.06","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103900","92.17","","","","1.19","92.44","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103901","90.79","","","","1.00","92.20","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103902","88.99","","","","1.19","91.74","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103903","91.55","","","","1.19","92.29","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103904","89.79","","","","1.19","90.69","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103905","90.84","","","","1.37","90.99","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103906","90.07","","","","1.12","92.17","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103907","90.73","","","","1.19","91.87","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103908","90.16","","","","1.19","91.69","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103909","90.55","","","","1.19","92.48","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103910","90.08","","","","1.19","91.43","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103911","90.48","","","","1.31","92.48","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103912","91.00","","","","1.19","90.92","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103913","90.87","","","","1.37","91.37","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103914","90.03","","","","1.19","92.65","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103915","90.05","","","","1.19","91.38","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103916","90.52","","","","1.37","90.12","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103917","89.92","","","","1.00","91.42","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103918","89.92","","","","1.00","92.60","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103919","88.87","","","","1.37","91.50","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103920","90.01","","","","1.31","91.93","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103921","90.64","","","","1.00","92.65","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103922","91.18","","","","1.00","91.16","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103923","90.74","","","","1.00","91.95","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103924","91.29","","","","1.19","92.11","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103925","90.49","","","","1.50","91.11","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103926","90.74","","","","1.19","90.94","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103927","90.91","","","","1.50","92.22","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103928","90.83","","","","1.50","91.29","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103929","90.22","","","","1.06","92.18","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103930","90.52","","","","1.19","91.54","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100099","92.10","","78.21","","2.19","93.79","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100102","91.69","","74.47","","1.88","92.49","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100103","91.72","","76.34","","3.94","91.52","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100106","92.02","","74.59","","2.94","91.74","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100107","92.04","","77.67","","2.06","93.14","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100108","91.82","","77.01","","3.56","92.31","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100109","91.89","","75.66","","2.31","92.46","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100270","91.82","","78.36","","2.69","92.19","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100271","91.51","","72.42","","3.19","89.54","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100272","91.33","","75.52","","3.06","94.24","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100273","92.28","","75.70","","2.69","94.23","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100275","91.90","","73.53","","2.56","93.28","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100276","92.27","","76.24","","2.19","93.24","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100278","92.71","","74.54","","3.31","93.49","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100279","92.30","","79.86","","2.75","92.54","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100280","92.35","","77.83","","2.69","93.58","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100281","92.21","","75.01","","5.69","92.74","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100282","92.62","","77.55","","4.69","92.25","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100283","92.66","","80.61","","2.81","92.75","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100285","92.32","","77.35","","2.19","92.79","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100287","92.42","","73.80","","2.81","91.53","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100288","92.57","","76.31","","3.75","92.99","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100656","92.12","","76.12","","2.75","91.51","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100657","91.84","","80.14","","3.63","93.75","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100658","92.11","","76.02","","1.75","94.10","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100659","91.60","","78.11","","4.75","92.56","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100660","92.15","","76.76","","2.13","93.87","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100661","92.09","","77.33","","2.00","90.45","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100662","92.36","","74.56","","5.50","91.92","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100663","91.74","","76.62","","4.81","93.29","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100664","91.91","","75.24","","2.31","93.46","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100665","91.81","","79.27","","2.81","92.98","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100666","91.94","","78.08","","3.75","92.37","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100667","92.01","","77.23","","3.88","92.31","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100668","91.49","","73.86","","3.00","91.96","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100669","92.00","","79.00","","2.44","93.08","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100670","92.22","","76.43","","2.50","90.64","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100678","91.74","","42.61","","7.38","96.09","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100962","92.24","","64.53","","2.69","91.49","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100972","91.85","","68.58","","2.69","91.62","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100974","92.10","","61.35","","2.25","86.78","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100977","91.94","","69.02","","2.69","93.10","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100981","91.80","","65.39","","2.56","92.64","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100985","91.80","","64.25","","2.50","90.81","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100993","92.20","","67.86","","3.13","92.56","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100997","91.75","","26.42","","7.81","96.74","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","100999","91.95","","71.57","","2.88","93.62","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","101002","91.58","","66.18","","2.25","93.17","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","101004","91.72","","66.77","","2.19","95.78","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","101008","91.90","","66.70","","3.44","90.61","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","101013","91.51","","71.00","","2.94","93.37","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103275","93.63","","","","2.88","85.39","0.90","3.20","","","","","","","","","","","","","Ethiopia"
"Barley straw","103313","89.05","","82.00","","2.00","95.42","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103314","88.42","","81.25","","4.38","95.97","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103315","90.10","","80.85","","2.31","94.94","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103316","86.44","","77.64","","2.75","97.17","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103317","88.01","","77.08","","2.63","95.44","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103318","88.17","","75.35","","2.44","96.01","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103799","88.84","","","","1.44","93.62","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103800","89.47","","","","2.44","94.05","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103801","88.34","","","","1.81","92.74","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103802","88.27","","","","1.62","94.43","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103803","88.60","","","","1.50","94.22","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103804","88.64","","","","1.81","95.04","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103805","88.93","","","","1.81","93.99","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103806","89.40","","","","1.50","95.55","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103807","88.79","","","","1.75","94.17","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103808","88.42","","","","1.44","93.90","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103809","89.16","","","","1.44","94.49","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103810","89.87","","","","1.37","92.58","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103811","89.52","","","","1.19","94.54","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103812","89.44","","","","1.31","94.25","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103813","88.94","","","","1.62","94.44","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103814","89.45","","","","1.19","94.60","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103815","88.85","","","","2.12","92.73","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103816","89.07","","","","1.44","93.10","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103817","88.75","","","","1.50","93.97","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103818","89.19","","","","1.44","93.50","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103819","88.78","","","","1.25","94.04","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103820","88.63","","","","1.44","93.11","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103821","88.55","","","","1.31","94.09","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103822","89.43","","","","1.44","94.11","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103823","90.45","","","","2.37","93.51","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103824","90.25","","","","2.19","93.88","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103825","90.37","","","","2.00","94.74","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103826","90.61","","","","1.87","94.48","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103827","90.28","","","","1.69","94.81","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103828","89.94","","","","1.81","95.10","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103829","90.15","","","","1.87","94.58","","","","","","","","","","","","","","","Ethiopia"
"Barley straw","103830","90.51","","","","1.81","95.20","","","","","","","","","","","","","","","Ethiopia"
