"Reference","Feed name","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country"
"120040","Chrysopogon aucheri","91.94","47.81","73.35","7.91","4.75","87.54","","","","","","","","","","","","","","","Ethiopia"
"120042","Chrysopogon aucheri","91.89","45.95","74.82","9.07","5.94","91.00","","","","","","","","","","","","","","","Ethiopia"
"120048","Chrysopogon aucheri","91.63","42.90","70.28","7.55","5.81","89.20","","","","","","","","","","","","","","","Ethiopia"
"120051","Chrysopogon aucheri","91.43","47.08","76.60","10.44","5.50","90.05","","","","","","","","","","","","","","","Ethiopia"
"120057","Chrysopogon aucheri","92.00","45.61","74.00","9.22","4.38","89.64","","","","","","","","","","","","","","","Ethiopia"
"120060","Chrysopogon aucheri","91.52","44.63","73.40","7.31","5.00","87.69","","","","","","","","","","","","","","","Ethiopia"
"120061","Chrysopogon aucheri","91.99","45.24","74.95","9.91","4.19","88.24","","","","","","","","","","","","","","","Ethiopia"
"120260","Chrysopogon aucheri","92.65","46.21","70.97","7.86","4.19","86.69","","","","","","","","","","","","","","","Ethiopia"
"120263","Chrysopogon aucheri","92.63","51.07","74.85","9.51","4.25","91.37","","","","","","","","","","","","","","","Ethiopia"
"120265","Chrysopogon aucheri","92.32","44.09","71.46","7.13","7.13","85.81","","","","","","","","","","","","","","","Ethiopia"
"120269","Chrysopogon aucheri","92.40","46.56","73.09","9.38","5.44","88.11","","","","","","","","","","","","","","","Ethiopia"
"120300","Chrysopogon aucheri","92.28","44.87","75.52","7.18","4.81","90.58","","","","","","","","","","","","","","","Ethiopia"
"120304","Chrysopogon aucheri","92.70","39.72","72.33","7.04","6.13","88.97","","","","","","","","","","","","","","","Ethiopia"
"120307","Chrysopogon aucheri","92.86","46.74","72.71","7.69","7.25","88.55","","","","","","","","","","","","","","","Ethiopia"
"120308","Chrysopogon aucheri","92.86","46.74","72.71","7.69","5.38","","","","","","","","","","","","","","","","Ethiopia"
"121773","Chrysopogon aucheri","93.07","47.24","70.71","7.69","1.94","84.87","","","","","","","","","","","","","","","Ethiopia"
"121774","Chrysopogon aucheri","93.67","47.13","70.09","8.46","1.94","86.64","","","","","","","","","","","","","","","Ethiopia"
"121775","Chrysopogon aucheri","92.97","","67.53","","2.00","82.42","","","","","","","","","","","","","","","Ethiopia"
"108367","Chrysopogon plumulosus","92.85","","","","4.88","89.40","1.70","1.90","200.00","327.70","5.00","0.80","6.00","59.10","40.70","","","","","","Ethiopia"
"107532","Clover (T. bilineatum)","91.57","","","","17.69","88.16","3.80","9.20","","415.53","32.30","2.90","17.15","85.29","54.28","","","","","","Ethiopia"
"107537","Clover (T. bilineatum)","91.75","","","","16.69","87.31","2.70","8.50","","632.59","32.80","3.30","14.06","95.15","51.12","","","","","","Ethiopia"
"107526","Clover (T. decorum)","92.07","","","","19.31","90.42","3.90","2.20","","909.53","30.50","2.40","17.81","101.88","57.02","","","","","","Ethiopia"
"107533","Clover (T. decorum)","92.54","","","","15.69","88.73","2.80","6.10","","","19.30","2.50","13.72","176.68","59.00","","","","","","Ethiopia"
"108682","Clover (T. decorum)","92.29","","","","13.88","91.00","1.60","14.20","100.00","325.93","21.50","2.40","9.80","115.60","28.30","76.96","11.30","7.45","4.85","7.15","Ethiopia"
"111586","Clover (T. decorum)","94.21","","35.55","","19.75","","","","","","","","","","","72.09","10.50","6.78","4.23","6.61","Ethiopia"
"111587","Clover (T. decorum)","96.99","","42.04","","19.75","","","","","","","","","","","77.48","11.25","7.41","4.81","7.11","Ethiopia"
"111588","Clover (T. decorum)","93.14","","38.96","","21.75","","","","","","","","","","","77.73","11.30","7.45","4.81","7.15","Ethiopia"
"111589","Clover (T. decorum)","94.53","","36.90","","21.63","","","","","","","","","","","77.25","11.21","7.36","4.77","7.07","Ethiopia"
"111590","Clover (T. decorum)","93.47","","38.43","","21.94","","","","","","","","","","","77.07","11.21","7.36","4.77","7.07","Ethiopia"
"117389","Clover (T. fragiferum)","91.15","","","","6.19","","","","","","","","","","","52.60","7.87","4.35","2.05","4.73","Ethiopia"
"117390","Clover (T. fragiferum)","91.06","","","","7.81","","","","","","","","","","","56.43","8.41","4.85","2.51","5.10","Ethiopia"
"117393","Clover (T. fragiferum)","91.29","","","","6.81","","","","","","","","","","","53.60","7.99","4.48","2.18","4.85","Ethiopia"
"117394","Clover (T. fragiferum)","91.21","","","","5.56","","","","","","","","","","","52.83","7.91","4.39","2.05","4.77","Ethiopia"
"117399","Clover (T. fragiferum)","91.78","","","","8.13","","","","","","","","","","","55.64","8.28","4.73","2.38","5.02","Ethiopia"
"117400","Clover (T. fragiferum)","92.29","","","","8.19","","","","","","","","","","","55.18","8.20","4.69","2.34","4.98","Ethiopia"
"117505","Clover (T. fragiferum)","94.07","43.18","46.40","6.70","","92.73","","","","","","","","","","63.84","9.71","6.07","3.60","6.02","Ethiopia"
"120989","Clover (T. fragiferum)","91.90","34.87","40.92","5.79","16.56","90.71","","","","","","","","","","","","","","","Ethiopia"
"120990","Clover (T. fragiferum)","92.09","25.74","35.95","4.15","21.56","89.42","","","","","","","","","","","","","","","Ethiopia"
"120991","Clover (T. fragiferum)","92.16","25.23","62.62","","21.81","89.71","","","","","","","","","","","","","","","Ethiopia"
"121002","Clover (T. fragiferum)","91.97","28.39","41.06","","19.19","86.71","","","","","","","","","","","","","","","Ethiopia"
"121003","Clover (T. fragiferum)","91.29","27.59","37.67","","18.19","90.21","","","","","","","","","","","","","","","Ethiopia"
"121004","Clover (T. fragiferum)","91.76","28.47","39.38","3.78","15.56","90.21","","","","","","","","","","","","","","","Ethiopia"
"121005","Clover (T. fragiferum)","91.86","26.29","32.55","4.45","14.63","82.85","","","","","","","","","","","","","","","Ethiopia"
"121014","Clover (T. fragiferum)","92.38","25.80","33.18","4.00","13.38","89.88","","","","","","","","","","","","","","","Ethiopia"
"121015","Clover (T. fragiferum)","91.13","27.68","33.97","4.81","13.88","89.56","","","","","","","","","","","","","","","Ethiopia"
"121016","Clover (T. fragiferum)","92.24","25.76","36.39","3.98","11.13","89.29","","","","","","","","","","","","","","","Ethiopia"
"121017","Clover (T. fragiferum)","92.55","25.96","33.62","4.04","13.50","89.62","","","","","","","","","","","","","","","Ethiopia"
"121117","Clover (T. fragiferum)","91.63","","","","25.94","90.88","","","","","","","","","","","","","","","Ethiopia"
"121118","Clover (T. fragiferum)","91.37","","","","22.63","91.74","","","","","","","","","","","","","","","Ethiopia"
"121119","Clover (T. fragiferum)","91.36","","","","11.44","92.09","","","","","","","","","","","","","","","Ethiopia"
"121120","Clover (T. fragiferum)","91.99","","","","12.00","","","","","","","","","","","","","","","","Ethiopia"
"121121","Clover (T. fragiferum)","91.83","","","","13.94","","","","","","","","","","","","","","","","Ethiopia"
"121122","Clover (T. fragiferum)","91.36","","","","12.75","","","","","","","","","","","","","","","","Ethiopia"
"121123","Clover (T. fragiferum)","91.45","","","","10.69","","","","","","","","","","","","","","","","Ethiopia"
"121124","Clover (T. fragiferum)","91.01","","","","15.13","","","","","","","","","","","","","","","","Ethiopia"
"121125","Clover (T. fragiferum)","91.45","","","","15.06","","","","","","","","","","","","","","","","Ethiopia"
"121126","Clover (T. fragiferum)","91.52","","","","16.25","","","","","","","","","","","","","","","","Ethiopia"
"121127","Clover (T. fragiferum)","90.71","","","","12.75","92.41","","","","","","","","","","","","","","","Ethiopia"
"121128","Clover (T. fragiferum)","91.50","","","","13.25","92.78","","","","","","","","","","","","","","","Ethiopia"
"121129","Clover (T. fragiferum)","90.95","","","","13.56","","","","","","","","","","","","","","","","Ethiopia"
"121130","Clover (T. fragiferum)","90.99","","","","12.75","92.58","","","","","","","","","","","","","","","Ethiopia"
"121131","Clover (T. fragiferum)","91.63","","","","13.25","","","","","","","","","","","","","","","","Ethiopia"
"121132","Clover (T. fragiferum)","91.37","","","","13.00","","","","","","","","","","","","","","","","Ethiopia"
"106443","Clover (T. quartinianum)","93.91","","","","13.00","73.14","0.90","","","","","","","","","","","","","","Ethiopia"
"106444","Clover (T. quartinianum)","92.61","","","","15.94","80.76","0.90","","","","","","","","","","","","","","Ethiopia"
"106445","Clover (T. quartinianum)","93.51","","","","15.81","81.29","1.00","","","","","","","","","","","","","","Ethiopia"
"106446","Clover (T. quartinianum)","92.31","","","","17.25","81.62","0.90","","","","","","","","","","","","","","Ethiopia"
"106447","Clover (T. quartinianum)","93.65","","","","16.50","83.03","1.20","","","","","","","","","","","","","","Ethiopia"
"106448","Clover (T. quartinianum)","92.97","","","","13.94","77.49","0.80","","","","","","","","","","","","","","Ethiopia"
"106449","Clover (T. quartinianum)","93.43","","","","16.69","81.88","1.00","","","","","","","","","","","","","","Ethiopia"
"106450","Clover (T. quartinianum)","92.84","","","","17.94","81.59","1.40","","","","","","","","","","","","","","Ethiopia"
"106451","Clover (T. quartinianum)","92.96","","","","16.63","81.93","1.30","","","","","","","","","","","","","","Ethiopia"
"106452","Clover (T. quartinianum)","94.05","","","","14.06","76.38","0.80","","","","","","","","","","","","","","Ethiopia"
"106453","Clover (T. quartinianum)","93.35","","","","17.06","84.24","1.30","","","","","","","","","","","","","","Ethiopia"
"106454","Clover (T. quartinianum)","92.25","","","","17.38","83.16","1.30","","","","","","","","","","","","","","Ethiopia"
"106455","Clover (T. quartinianum)","92.19","","","","18.25","82.15","1.50","","","","","","","","","","","","","","Ethiopia"
"106456","Clover (T. quartinianum)","92.07","","","","17.44","80.98","1.00","","","","","","","","","","","","","","Ethiopia"
"106457","Clover (T. quartinianum)","93.81","","","","16.50","81.83","1.00","","","","","","","","","","","","","","Ethiopia"
"106458","Clover (T. quartinianum)","93.11","","","","15.81","85.24","0.90","","","","","","","","","","","","","","Ethiopia"
"106459","Clover (T. quartinianum)","93.01","","","","17.56","84.49","1.60","","","","","","","","","","","","","","Ethiopia"
"106460","Clover (T. quartinianum)","93.09","","","","17.44","84.21","1.60","","","","","","","","","","","","","","Ethiopia"
"106461","Clover (T. quartinianum)","92.99","","","","17.56","86.34","1.60","","","","","","","","","","","","","","Ethiopia"
"106462","Clover (T. quartinianum)","92.68","","","","16.56","86.79","1.40","","","","","","","","","","","","","","Ethiopia"
"119920","Tetrapogon roxburghiana","90.74","38.12","76.82","5.02","18.56","89.60","","","","","","","","","","","","","","","Kenya"
"119926","Tetrapogon roxburghiana","90.87","37.66","71.20","6.36","18.44","88.50","","","","","","","","","","","","","","","Kenya"
"100002","Chrysopogon aucheri","93.25","47.51","73.97","8.92","2.25","89.78","","","","","","","","","","","","","","","Ethiopia"
"100003","Chrysopogon aucheri","93.19","47.90","74.71","8.43","1.81","91.11","","","","","","","","","","","","","","","Ethiopia"
"100004","Chrysopogon aucheri","93.77","48.40","76.69","9.28","1.88","92.75","","","","","","","","","","","","","","","Ethiopia"
"100005","Chrysopogon aucheri","93.15","46.29","72.30","8.28","1.69","86.83","","","","","","","","","","","","","","","Ethiopia"
"100006","Chrysopogon aucheri","92.93","47.25","74.62","9.52","1.94","91.47","","","","","","","","","","","","","","","Ethiopia"
"100007","Chrysopogon aucheri","93.67","46.40","71.58","9.62","1.94","89.57","","","","","","","","","","","","","","","Ethiopia"
"100008","Chrysopogon aucheri","93.61","53.47","76.54","11.78","2.06","91.44","","","","","","","","","","","","","","","Ethiopia"
"100009","Chrysopogon aucheri","92.17","48.72","73.98","7.58","3.63","89.96","","","","","","","","","","","","","","","Ethiopia"
"100010","Chrysopogon aucheri","93.05","48.14","72.77","9.11","4.38","90.22","","","","","","","","","","","","","","","Ethiopia"
"100736","Chrysopogon aucheri","94.27","","69.91","","6.38","87.83","","","","","","","","","","","","","","","Ethiopia"
"100737","Chrysopogon aucheri","94.57","","72.19","","6.00","89.57","","","","","","","","","","","","","","","Ethiopia"
"100738","Chrysopogon aucheri","94.39","","69.42","","5.94","86.50","","","","","","","","","","","","","","","Ethiopia"
"100739","Chrysopogon aucheri","94.78","","74.57","","5.19","89.93","","","","","","","","","","","","","","","Ethiopia"
"100740","Chrysopogon aucheri","94.43","","66.93","","10.94","87.96","","","","","","","","","","","","","","","Ethiopia"
"100741","Chrysopogon aucheri","94.26","","72.60","","6.44","84.17","","","","","","","","","","","","","","","Ethiopia"
"100746","Chrysopogon aucheri","94.51","","71.97","","6.19","88.34","","","","","","","","","","","","","","","Ethiopia"
"100747","Chrysopogon aucheri","94.56","","74.43","","4.94","89.18","","","","","","","","","","","","","","","Ethiopia"
"100748","Chrysopogon aucheri","94.14","","69.55","","6.44","85.47","","","","","","","","","","","","","","","Ethiopia"
"100925","Chrysopogon aucheri","94.82","","75.41","","3.19","88.60","","","","","","","","","","","","","","","Ethiopia"
"100926","Chrysopogon aucheri","94.63","","74.51","","3.44","85.84","","","","","","","","","","","","","","","Ethiopia"
"100927","Chrysopogon aucheri","94.85","","74.32","","3.44","88.06","","","","","","","","","","","","","","","Ethiopia"
"100928","Chrysopogon aucheri","94.57","","72.42","","3.94","85.87","","","","","","","","","","","","","","","Ethiopia"
"100929","Chrysopogon aucheri","94.79","","74.34","","2.94","86.66","","","","","","","","","","","","","","","Ethiopia"
"100936","Chrysopogon aucheri","94.73","","74.44","","3.94","87.63","","","","","","","","","","","","","","","Ethiopia"
"100937","Chrysopogon aucheri","94.56","","73.46","","3.69","87.65","","","","","","","","","","","","","","","Ethiopia"
"100938","Chrysopogon aucheri","94.84","","76.05","","4.38","91.63","","","","","","","","","","","","","","","Ethiopia"
"100939","Chrysopogon aucheri","95.03","","78.16","","2.94","91.62","","","","","","","","","","","","","","","Ethiopia"
"100940","Chrysopogon aucheri","94.49","","75.25","","4.69","91.56","","","","","","","","","","","","","","","Ethiopia"
"100941","Chrysopogon aucheri","94.99","","75.10","","4.44","92.02","","","","","","","","","","","","","","","Ethiopia"
"100947","Chrysopogon aucheri","94.68","","74.01","","3.69","89.01","","","","","","","","","","","","","","","Kenya"
"100948","Chrysopogon aucheri","94.62","","78.20","","4.69","92.31","","","","","","","","","","","","","","","Kenya"
"101360","Chrysopogon aucheri","94.92","","78.38","","3.44","89.60","","","","","","","","","","","","","","","Ethiopia"
"101361","Chrysopogon aucheri","94.82","","78.20","","3.44","92.62","","","","","","","","","","","","","","","Ethiopia"
"101362","Chrysopogon aucheri","94.79","","74.42","","4.56","88.00","","","","","","","","","","","","","","","Ethiopia"
"101374","Chrysopogon aucheri","94.89","","70.62","","3.44","88.38","","","","","","","","","","","","","","","Ethiopia"
"101375","Chrysopogon aucheri","94.96","","73.50","","3.44","90.92","","","","","","","","","","","","","","","Ethiopia"
"101376","Chrysopogon aucheri","95.01","","77.23","","3.94","92.43","","","","","","","","","","","","","","","Ethiopia"
"101377","Chrysopogon aucheri","94.99","","78.43","","4.19","91.98","","","","","","","","","","","","","","","Ethiopia"
"101616","Chrysopogon aucheri","98.87","","75.93","","5.38","89.17","","","","","","","","","","","","","","","Ethiopia"
"101618","Chrysopogon aucheri","95.69","","77.23","","4.13","89.39","","","","","","","","","","","","","","","Ethiopia"
"101619","Chrysopogon aucheri","95.48","","79.17","","3.56","90.90","","","","","","","","","","","","","","","Ethiopia"
"101620","Chrysopogon aucheri","96.11","","74.88","","5.50","89.31","","","","","","","","","","","","","","","Ethiopia"
"101633","Chrysopogon aucheri","95.19","","79.71","","4.19","91.55","","","","","","","","","","","","","","","Ethiopia"
"101641","Chrysopogon aucheri","95.03","","80.10","","6.00","92.70","","","","","","","","","","","","","","","Ethiopia"
"102626","Chrysopogon aucheri","95.20","56.93","80.57","13.24","3.00","92.21","0.90","1.70","","400.00","0.40","0.70","","","","","","","","","Ethiopia"
"102629","Chrysopogon aucheri","94.83","56.07","81.21","10.76","3.19","92.87","0.90","1.50","","1300.00","3.60","0.60","","","","","","","","","Ethiopia"
"102630","Chrysopogon aucheri","94.01","56.03","80.99","12.60","3.38","92.82","0.90","1.20","","1100.00","3.10","0.50","","","","","","","","","Ethiopia"
"102641","Chrysopogon aucheri","94.74","44.59","73.82","7.69","4.56","","1.30","1.70","","134.60","8.10","1.20","","","","","","","","","Ethiopia"
"102643","Chrysopogon aucheri","95.02","47.71","76.22","8.76","4.38","91.74","0.90","1.70","","361.50","7.30","1.00","","","","","","","","","Ethiopia"
"102647","Chrysopogon aucheri","93.94","47.68","77.38","8.76","2.81","89.89","0.80","1.60","","270.27","7.00","1.00","","","","","","","","","Ethiopia"
"108031","Chrysopogon aucheri","90.65","42.40","70.23","6.10","6.19","87.18","1.30","","","","","","","","","","","","","","Ethiopia"
"108036","Chrysopogon aucheri","90.53","41.64","72.13","4.86","8.44","89.96","2.20","","","","","","","","","","","","","","Ethiopia"
"108041","Chrysopogon aucheri","92.25","39.23","71.87","4.83","5.81","90.15","1.00","","","","","","","","","","","","","","Ethiopia"
"108057","Chrysopogon aucheri","93.11","39.28","67.15","4.66","13.00","87.62","2.60","","","","","","","","","","","","","","Ethiopia"
"108059","Chrysopogon aucheri","94.05","36.88","66.08","4.78","6.00","","1.90","","","","","","","","","","","","","","Ethiopia"
"108067","Chrysopogon aucheri","94.30","30.76","62.66","2.52","17.75","86.25","3.10","","","","","","","","","","","","","","Ethiopia"
"108076","Chrysopogon aucheri","93.35","35.50","62.60","5.69","12.31","83.47","0.30","","","","","","","","","","","","","","Ethiopia"
"108080","Chrysopogon aucheri","93.34","39.41","68.79","4.86","5.44","89.07","1.50","","","","","","","","","","","","","","Ethiopia"
"108100","Chrysopogon aucheri","92.94","36.58","66.05","5.23","7.00","83.10","1.60","","","","","","","","","55.96","7.61","4.10","1.80","4.56","Ethiopia"
"108105","Chrysopogon aucheri","92.34","33.78","64.27","4.07","9.88","85.87","2.90","","","","","","","","","64.41","9.00","5.40","3.01","5.52","Ethiopia"
"108196","Chrysopogon aucheri","91.63","","","","5.88","86.61","2.10","3.90","400.00","110.00","8.20","1.70","8.00","61.20","36.50","","","","","","Ethiopia"
"108197","Chrysopogon aucheri","91.53","","","","7.63","88.35","0.90","3.20","400.00","147.40","8.50","1.50","7.60","64.30","41.70","","","","","","Ethiopia"
"110502","Chrysopogon aucheri","91.02","","","","5.94","","","","","","","","","","","","","","","","Kenya"
"110687","Chrysopogon aucheri","91.18","","","","9.75","","","","","","","","","","","","","","","","Kenya"
"116212","Chrysopogon aucheri","92.25","","74.33","","3.25","86.93","","","","","","","","","","","","","","","Ethiopia"
"116215","Chrysopogon aucheri","92.08","47.19","72.66","8.85","3.25","86.09","","","","","","","","","","","","","","","Ethiopia"
"116225","Chrysopogon aucheri","91.72","47.21","73.34","7.95","2.88","88.06","","","","","","","","","","","","","","","Ethiopia"
"116247","Chrysopogon aucheri","91.40","33.53","75.13","4.71","4.44","91.32","","","","","","","","","","","","","","","Ethiopia"
"116252","Chrysopogon aucheri","91.14","42.84","72.89","6.11","4.50","90.57","","","","","","","","","","","","","","","Ethiopia"
"116253","Chrysopogon aucheri","92.35","40.43","80.54","6.89","5.94","88.20","","","","","","","","","","","","","","","Ethiopia"
"116272","Chrysopogon aucheri","92.83","49.04","73.33","9.11","3.44","87.65","","","","","","","","","","","","","","","Ethiopia"
"116325","Chrysopogon aucheri","92.27","43.13","70.08","6.11","4.50","87.35","","","","","","","","","","","","","","","Ethiopia"
"116372","Chrysopogon aucheri","91.34","35.84","58.56","5.48","4.69","83.23","","","","","","","","","","","","","","","Kenya"
"116540","Chrysopogon aucheri","92.22","47.68","70.38","7.58","2.13","85.27","","","","","","","","","","","","","","","Kenya"
"117749","Chrysopogon aucheri","92.31","43.11","71.84","8.14","6.75","88.46","","","","","","","","","","","","","","","Ethiopia"
"117750","Chrysopogon aucheri","92.14","47.92","73.36","8.82","4.56","90.36","","","","","","","","","","","","","","","Ethiopia"
"117755","Chrysopogon aucheri","91.79","44.91","77.66","10.01","8.19","91.33","","","","","","","","","","","","","","","Ethiopia"
"117785","Chrysopogon aucheri","92.92","47.16","77.09","8.31","4.38","89.83","","","","","","","","","","","","","","","Ethiopia"
"117789","Chrysopogon aucheri","92.46","46.76","","9.58","6.69","92.01","","","","","","","","","","","","","","","Ethiopia"
"117790","Chrysopogon aucheri","92.01","42.65","72.05","7.17","7.00","86.12","","","","","","","","","","","","","","","Ethiopia"
"117792","Chrysopogon aucheri","93.75","58.32","75.08","15.85","7.63","95.55","","","","","","","","","","","","","","","Ethiopia"
"117848","Chrysopogon aucheri","92.74","43.97","70.75","7.17","5.69","84.40","","","","","","","","","","","","","","","Ethiopia"
"119711","Chrysopogon aucheri","90.95","44.51","71.57","7.71","5.19","83.46","","","","","","","","","","","","","","","Ethiopia"
"119713","Chrysopogon aucheri","91.41","44.99","74.37","8.36","6.75","87.86","","","","","","","","","","","","","","","Ethiopia"
"119714","Chrysopogon aucheri","90.94","49.00","74.56","7.16","7.56","86.94","","","","","","","","","","","","","","","Ethiopia"
"119715","Chrysopogon aucheri","91.30","46.37","74.20","8.30","6.50","88.96","","","","","","","","","","","","","","","Ethiopia"
"119717","Chrysopogon aucheri","90.69","44.81","68.70","7.94","5.44","89.69","","","","","","","","","","","","","","","Ethiopia"
"119720","Chrysopogon aucheri","90.15","47.40","77.64","8.78","5.88","90.57","","","","","","","","","","","","","","","Ethiopia"
"119724","Chrysopogon aucheri","90.53","47.62","74.41","7.91","6.94","87.03","","","","","","","","","","","","","","","Ethiopia"
"119731","Chrysopogon aucheri","90.81","47.20","74.84","7.86","5.50","87.23","","","","","","","","","","","","","","","Ethiopia"
"119912","Chrysopogon aucheri","90.39","36.17","66.11","4.17","20.44","84.88","","","","","","","","","","58.07","8.08","4.52","2.22","4.85","Kenya"
"119913","Chrysopogon aucheri","91.15","45.75","70.01","7.47","6.25","82.17","","","","","","","","","","","","","","","Kenya"
"119916","Chrysopogon aucheri","90.74","37.24","66.74","4.76","12.31","83.72","","","","","","","","","","","","","","","Kenya"
"119979","Chrysopogon aucheri","90.95","","","","11.31","80.17","","","","","","","","","","","","","","","Ethiopia"
"119980","Chrysopogon aucheri","91.29","","","","6.13","86.94","","","","","","","","","","","","","","","Ethiopia"
"119981","Chrysopogon aucheri","91.34","","","","7.31","87.58","","","","","","","","","","","","","","","Ethiopia"
"119982","Chrysopogon aucheri","90.77","","","","7.19","88.76","","","","","","","","","","","","","","","Ethiopia"
"119983","Chrysopogon aucheri","90.76","","","","5.25","84.17","","","","","","","","","","","","","","","Ethiopia"
"100755","Tetrapogon roxburghiana","94.23","","70.73","","7.63","86.09","","","","","","","","","","","","","","","Ethiopia"
"100756","Tetrapogon roxburghiana","94.05","","67.39","","9.31","87.73","","","","","","","","","","","","","","","Ethiopia"
"100918","Tetrapogon roxburghiana","94.54","","76.15","","3.56","87.68","","","","","","","","","","","","","","","Ethiopia"
"101584","Tetrapogon roxburghiana","95.11","","74.44","","9.56","90.15","","","","","","","","","","","","","","","Ethiopia"
"101585","Tetrapogon roxburghiana","95.18","","72.85","","8.06","87.85","","","","","","","","","","","","","","","Ethiopia"
"102625","Tetrapogon roxburghiana","93.91","51.20","81.53","7.81","3.56","92.28","1.00","2.40","","800.00","0.10","0.70","","","","","","","","","Ethiopia"
"102633","Tetrapogon roxburghiana","93.54","46.61","81.40","5.78","3.56","92.53","0.90","1.50","","1000.00","9.40","0.60","","","","","","","","","Ethiopia"
"102639","Tetrapogon roxburghiana","94.80","44.77","75.35","6.95","5.75","91.46","1.40","1.40","","1145.00","12.90","1.00","","","","","","","","","Ethiopia"
"106599","Tetrapogon roxburghiana","92.48","47.35","63.42","9.74","4.75","82.81","0.40","","","","","","","","","","","","","","Gambia"
"108026","Tetrapogon roxburghiana","92.78","36.35","66.16","4.85","8.75","86.09","2.00","","","","","","","","","","","","","","Ethiopia"
"108044","Tetrapogon roxburghiana","92.67","37.16","69.15","4.65","5.50","87.55","1.00","","","","","","","","","","","","","","Ethiopia"
"108049","Tetrapogon roxburghiana","93.71","39.86","66.86","4.63","4.31","84.56","2.10","","","","","","","","","","","","","","Ethiopia"
"108056","Tetrapogon roxburghiana","94.04","35.07","67.36","3.99","15.19","87.70","2.40","","","","","","","","","","","","","","Ethiopia"
"108063","Tetrapogon roxburghiana","94.10","32.49","66.76","3.09","8.56","88.80","2.10","","","","","","","","","","","","","","Ethiopia"
"108070","Tetrapogon roxburghiana","93.62","32.16","64.70","3.79","18.50","87.28","2.50","","","","","","","","","","","","","","Ethiopia"
"108073","Tetrapogon roxburghiana","94.46","35.25","94.46","4.72","6.69","83.89","1.00","","","","","","","","","","","","","","Ethiopia"
"108099","Tetrapogon roxburghiana","92.44","33.30","66.65","4.21","10.13","85.92","2.00","","","","","","","","","54.12","7.66","4.14","1.84","4.60","Ethiopia"
"108104","Tetrapogon roxburghiana","92.50","33.70","65.58","3.85","10.31","87.44","3.40","","","","","","","","","60.89","8.70","5.15","2.76","5.31","Ethiopia"
"108194","Tetrapogon roxburghiana","91.30","","","","7.50","86.05","1.10","4.70","200.00","134.00","12.40","1.80","10.02","82.30","24.30","","","","","","Ethiopia"
"108195","Tetrapogon roxburghiana","91.29","","","","7.50","85.46","2.50","5.10","300.00","145.90","13.10","1.50","8.10","69.00","24.60","","","","","","Ethiopia"
"108366","Tetrapogon roxburghiana","92.63","","","","4.06","89.14","1.50","2.10","300.00","209.50","7.20","1.00","6.70","56.90","44.10","","","","","","Ethiopia"
"112810","Tetrapogon roxburghiana","92.28","41.31","73.52","8.03","10.06","91.41","","","","","","","","","","","","","","","Ethiopia"
"112815","Tetrapogon roxburghiana","92.23","44.53","76.80","7.52","5.56","90.77","","","","","","","","","","","","","","","Ethiopia"
"112823","Tetrapogon roxburghiana","92.44","45.43","78.44","","5.44","90.20","","","","","","","","","","","","","","","Ethiopia"
"112837","Tetrapogon roxburghiana","92.41","48.95","78.93","9.00","4.44","91.20","","","","","","","","","","","","","","","Ethiopia"
"113312","Tetrapogon roxburghiana","91.87","44.84","73.70","7.30","3.50","90.98","","","","","","","","","","","","","","","Ethiopia"
"113313","Tetrapogon roxburghiana","91.66","44.26","74.65","14.02","3.63","88.72","","","","","","","","","","","","","","","Ethiopia"
"113314","Tetrapogon roxburghiana","90.02","44.21","73.56","27.21","5.44","86.60","","","","","","","","","","","","","","","Ethiopia"
"116210","Tetrapogon roxburghiana","92.44","40.82","72.80","6.34","6.06","88.45","","","","","","","","","","","","","","","Ethiopia"
"116211","Tetrapogon roxburghiana","91.89","42.83","74.07","6.43","5.69","90.16","","","","","","","","","","","","","","","Ethiopia"
"117820","Tetrapogon roxburghiana","93.34","39.91","71.57","5.79","12.88","86.07","","","","","","","","","","","","","","","Ethiopia"
"119725","Tetrapogon roxburghiana","90.44","46.12","76.02","7.68","7.63","88.16","","","","","","","","","","","","","","","Ethiopia"
"119742","Tetrapogon roxburghiana","90.83","46.21","76.95","5.90","5.31","88.45","","","","","","","","","","","","","","","Ethiopia"
"120281","Tetrapogon roxburghiana","92.12","41.65","70.13","8.25","10.75","87.06","","","","","","","","","","","","","","","Ethiopia"
"121776","Tetrapogon roxburghiana","92.73","45.30","71.05","7.67","1.81","84.66","","","","","","","","","","","","","","","Ethiopia"
"100944","Tetrapogon roxburghiana","94.33","","72.00","","4.19","87.73","","","","","","","","","","","","","","","Kenya"
"100949","Tetrapogon roxburghiana","94.12","","76.12","","4.00","91.33","","","","","","","","","","","","","","","Kenya"
"110666","Tetrapogon roxburghiana","90.14","","","","24.94","","","","","","","","","","","65.13","9.58","5.94","3.47","5.94","Kenya"
"116415","Tetrapogon roxburghiana","92.24","40.52","71.59","6.25","3.19","84.81","","","","","","","","","","","","","","","Kenya"
"116435","Tetrapogon roxburghiana","92.37","46.30","74.67","8.05","4.00","87.63","","","","","","","","","","","","","","","Kenya"
"116519","Tetrapogon roxburghiana","92.29","41.71","70.59","5.57","2.81","88.21","","","","","","","","","","","","","","","Kenya"
