"Reference","Feed name","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country"
"67991","Sweet potato vines","90.53","8.32","54.01","2.05","4.65","96.65","","","","","","","","","","84.00","14.58","","","","Kenya"
"67792","Sweet potato tuber","91.06","40.01","44.41","11.85","8.10","87.42","","","","","","","","","","64.30","10.86","","","","Kenya"
"67793","Sweet potato tuber","91.55","46.00","54.47","10.98","5.64","87.83","","","","","","","","","","64.92","11.82","","","","Kenya"
"67794","Sweet potato tuber","91.26","39.69","55.89","9.71","4.78","91.03","","","","","","","","","","69.38","12.75","","","","Kenya"
"67795","Sweet potato tuber","91.92","52.22","52.98","14.93","7.38","87.16","","","","","","","","","","60.06","11.04","","","","Kenya"
"67796","Sweet potato tuber","91.07","43.64","46.86","13.08","7.11","87.47","","","","","","","","","","64.80","11.00","","","","Kenya"
"67797","Sweet potato tuber","91.22","49.75","49.11","14.03","9.45","84.88","","","","","","","","","","64.44","10.24","","","","Kenya"
"67798","Sweet potato tuber","91.32","49.66","47.25","14.89","9.95","83.45","","","","","","","","","","61.78","9.65","","","","Kenya"
"67799","Sweet potato tuber","92.35","55.72","56.06","13.70","5.74","88.47","","","","","","","","","","61.16","11.23","","","","Kenya"
"67800","Sweet potato tuber","91.48","48.02","51.41","12.88","7.19","85.20","","","","","","","","","","60.74","10.66","","","","Kenya"
"67801","Sweet potato tuber","90.98","34.90","49.32","10.62","5.82","90.44","","","","","","","","","","71.43","11.90","","","","Kenya"
"67802","Sweet potato tuber","91.86","43.30","54.48","9.62","3.76","91.50","","","","","","","","","","67.48","12.59","","","","Kenya"
"67803","Sweet potato tuber","90.91","38.95","48.94","10.24","7.47","87.55","","","","","","","","","","68.17","11.37","","","","Kenya"
"67804","Sweet potato tuber","91.24","55.16","53.87","15.96","8.59","83.00","","","","","","","","","","56.36","10.03","","","","Kenya"
"67805","Sweet potato tuber","91.98","46.05","55.63","10.93","5.59","89.45","","","","","","","","","","65.33","12.07","","","","Kenya"
"67806","Sweet potato tuber","91.35","42.21","51.25","10.91","10.67","86.32","","","","","","","","","","66.38","10.82","","","","Kenya"
"67807","Sweet potato tuber","91.49","41.56","44.87","11.43","16.63","82.45","","","","","","","","","","66.66","9.37","","","","Kenya"
"67808","Sweet potato tuber","91.14","46.14","43.73","12.51","9.31","83.57","","","","","","","","","","61.21","9.91","","","","Kenya"
"67809","Sweet potato tuber","91.11","44.36","41.47","13.95","11.87","83.83","","","","","","","","","","63.05","9.46","","","","Kenya"
"67810","Sweet potato tuber","91.02","40.38","40.76","10.72","9.84","85.07","","","","","","","","","","65.93","10.44","","","","Kenya"
"67811","Sweet potato tuber","91.04","53.56","45.48","17.47","8.29","82.40","","","","","","","","","","57.56","9.12","","","","Kenya"
"67812","Sweet potato tuber","91.32","55.21","46.62","16.49","8.43","82.30","","","","","","","","","","58.54","8.97","","","","Kenya"
"67813","Sweet potato tuber","91.07","42.57","42.77","11.24","12.12","83.92","","","","","","","","","","66.43","10.12","","","","Kenya"
"67814","Sweet potato tuber","90.89","42.22","42.61","11.38","9.31","85.04","","","","","","","","","","64.94","10.49","","","","Kenya"
"67815","Sweet potato tuber","90.95","44.56","49.59","12.26","9.70","85.95","","","","","","","","","","65.79","10.78","","","","Kenya"
"67816","Sweet potato tuber","90.70","38.82","38.02","11.38","10.87","83.14","","","","","","","","","","65.35","9.77","","","","Kenya"
"67817","Sweet potato tuber","90.89","48.71","44.32","14.03","9.20","82.78","","","","","","","","","","63.66","9.32","","","","Kenya"
"67818","Sweet potato tuber","91.30","50.87","49.48","14.35","9.08","84.04","","","","","","","","","","62.03","10.19","","","","Kenya"
"67819","Sweet potato tuber","91.07","37.94","41.90","11.79","8.30","89.04","","","","","","","","","","66.44","10.85","","","","Kenya"
"67820","Sweet potato tuber","91.17","44.80","44.67","13.03","7.79","86.11","","","","","","","","","","63.10","10.58","","","","Kenya"
"67821","Sweet potato tuber","91.09","46.53","48.86","12.83","9.74","86.12","","","","","","","","","","66.04","10.67","","","","Kenya"
"67822","Sweet potato tuber","90.57","40.52","46.84","12.36","8.36","86.94","","","","","","","","","","67.87","10.94","","","","Kenya"
"67823","Sweet potato tuber","91.35","43.82","44.47","13.48","8.32","88.23","","","","","","","","","","63.54","10.72","","","","Kenya"
"67824","Sweet potato tuber","91.55","50.01","57.33","11.41","5.29","88.39","","","","","","","","","","63.66","11.86","","","","Kenya"
"67825","Sweet potato tuber","91.33","46.92","48.73","12.25","9.04","85.78","","","","","","","","","","62.92","10.67","","","","Kenya"
"67826","Sweet potato tuber","90.80","47.42","48.50","14.00","10.57","84.89","","","","","","","","","","66.20","10.12","","","","Kenya"
"67827","Sweet potato tuber","91.28","41.98","49.58","11.21","7.08","88.98","","","","","","","","","","67.87","11.54","","","","Kenya"
"67828","Sweet potato tuber","90.49","44.90","44.52","13.66","8.87","83.83","","","","","","","","","","62.59","10.18","","","","Kenya"
"67829","Sweet potato tuber","91.01","39.09","44.44","11.52","7.70","87.79","","","","","","","","","","64.73","10.94","","","","Kenya"
"67830","Sweet potato tuber","90.79","45.14","42.93","14.06","10.28","84.92","","","","","","","","","","63.66","9.60","","","","Kenya"
"67831","Sweet potato tuber","90.57","32.52","43.52","8.03","9.86","87.37","","","","","","","","","","73.10","11.26","","","","Kenya"
"67832","Sweet potato tuber","90.96","37.46","43.48","9.86","12.14","86.22","","","","","","","","","","68.78","10.45","","","","Kenya"
"67833","Sweet potato tuber","91.49","46.13","45.62","12.36","11.80","83.07","","","","","","","","","","63.71","9.53","","","","Kenya"
"67834","Sweet potato tuber","90.39","42.86","39.54","13.02","7.25","81.56","","","","","","","","","","57.61","9.35","","","","Kenya"
"67835","Sweet potato tuber","91.42","48.18","48.12","13.21","8.12","86.19","","","","","","","","","","64.07","10.39","","","","Kenya"
"67836","Sweet potato tuber","90.28","42.89","39.32","14.62","10.55","82.77","","","","","","","","","","60.97","9.40","","","","Kenya"
"67837","Sweet potato tuber","90.61","38.40","44.29","10.49","8.00","87.41","","","","","","","","","","67.52","11.24","","","","Kenya"
"67838","Sweet potato tuber","91.96","53.83","49.90","13.46","5.53","87.21","","","","","","","","","","60.17","10.59","","","","Kenya"
"67839","Sweet potato tuber","90.91","40.15","42.80","11.04","9.77","85.08","","","","","","","","","","67.07","10.32","","","","Kenya"
"67840","Sweet potato tuber","90.87","42.06","45.54","10.43","10.30","85.07","","","","","","","","","","69.17","10.32","","","","Kenya"
"67841","Sweet potato tuber","91.08","45.13","44.64","12.16","8.88","85.82","","","","","","","","","","64.26","10.22","","","","Kenya"
"67842","Sweet potato tuber","91.15","47.31","49.16","12.43","6.31","88.11","","","","","","","","","","63.55","11.24","","","","Kenya"
"67843","Sweet potato tuber","90.62","37.37","44.54","10.05","8.05","88.26","","","","","","","","","","69.34","11.38","","","","Kenya"
"67844","Sweet potato tuber","91.17","50.25","44.02","14.14","9.77","81.42","","","","","","","","","","60.21","9.06","","","","Kenya"
"67845","Sweet potato tuber","90.90","41.01","44.94","11.20","6.55","89.25","","","","","","","","","","66.67","11.38","","","","Kenya"
"67846","Sweet potato tuber","90.75","49.86","45.93","14.56","11.45","80.67","","","","","","","","","","61.92","8.59","","","","Kenya"
"67847","Sweet potato tuber","90.58","49.80","49.32","14.00","10.35","84.03","","","","","","","","","","64.33","10.11","","","","Kenya"
"67848","Sweet potato tuber","90.85","51.17","44.57","15.54","10.49","81.39","","","","","","","","","","60.72","8.64","","","","Kenya"
"67849","Sweet potato tuber","91.34","50.93","47.28","12.80","4.93","85.94","","","","","","","","","","61.61","10.96","","","","Kenya"
"67850","Sweet potato tuber","90.88","37.81","41.90","10.42","10.61","84.88","","","","","","","","","","67.30","10.10","","","","Kenya"
"67851","Sweet potato tuber","90.78","36.11","39.97","10.70","9.36","87.07","","","","","","","","","","67.22","10.48","","","","Kenya"
"67852","Sweet potato tuber","90.68","42.86","46.26","10.97","8.14","86.77","","","","","","","","","","67.08","10.88","","","","Kenya"
"67853","Sweet potato tuber","91.11","46.88","45.80","12.00","9.59","84.10","","","","","","","","","","64.74","10.24","","","","Kenya"
"67854","Sweet potato tuber","90.65","46.17","46.45","12.14","8.05","83.61","","","","","","","","","","63.33","10.09","","","","Kenya"
"67855","Sweet potato tuber","91.09","44.38","47.53","11.07","7.16","87.74","","","","","","","","","","66.39","11.09","","","","Kenya"
"67856","Sweet potato tuber","90.78","49.74","46.84","14.33","8.94","83.13","","","","","","","","","","60.85","9.73","","","","Kenya"
"67857","Sweet potato tuber","91.04","46.09","44.85","13.96","12.55","83.77","","","","","","","","","","65.13","9.55","","","","Kenya"
"67858","Sweet potato tuber","91.21","42.54","48.49","9.00","6.92","87.50","","","","","","","","","","66.81","11.58","","","","Kenya"
"67859","Sweet potato tuber","91.49","48.24","47.23","13.39","11.56","83.83","","","","","","","","","","64.91","9.80","","","","Kenya"
"67860","Sweet potato tuber","90.94","43.10","48.68","11.09","9.70","87.16","","","","","","","","","","67.98","10.89","","","","Kenya"
"67861","Sweet potato tuber","91.10","41.54","42.20","12.08","11.95","85.88","","","","","","","","","","66.47","10.14","","","","Kenya"
"67862","Sweet potato tuber","90.58","38.82","44.12","10.28","10.07","86.24","","","","","","","","","","69.18","10.92","","","","Kenya"
"67863","Sweet potato tuber","90.70","43.10","42.05","11.11","10.52","83.24","","","","","","","","","","64.97","10.18","","","","Kenya"
"67864","Sweet potato tuber","90.92","39.26","43.25","10.18","8.26","88.07","","","","","","","","","","67.99","11.13","","","","Kenya"
"67865","Sweet potato tuber","90.36","39.06","40.03","9.67","6.85","84.84","","","","","","","","","","64.07","10.63","","","","Kenya"
"67866","Sweet potato tuber","91.09","44.33","42.36","12.65","13.46","82.44","","","","","","","","","","63.31","9.19","","","","Kenya"
"67867","Sweet potato tuber","91.16","50.28","44.93","16.73","8.38","85.45","","","","","","","","","","59.84","10.13","","","","Kenya"
"67868","Sweet potato tuber","91.37","39.69","45.09","9.14","9.39","87.30","","","","","","","","","","69.48","10.92","","","","Kenya"
"67869","Sweet potato tuber","90.69","45.40","44.36","12.98","7.83","83.94","","","","","","","","","","61.83","10.15","","","","Kenya"
"67870","Sweet potato tuber","90.88","39.97","44.70","11.46","8.01","87.31","","","","","","","","","","64.51","10.97","","","","Kenya"
"67871","Sweet potato tuber","90.55","41.04","44.69","11.11","8.74","85.49","","","","","","","","","","66.57","10.67","","","","Kenya"
"67872","Sweet potato tuber","90.20","49.37","49.04","13.72","9.15","84.92","","","","","","","","","","65.94","10.33","","","","Kenya"
"67873","Sweet potato tuber","90.96","35.62","40.27","9.91","12.27","84.82","","","","","","","","","","68.69","10.02","","","","Kenya"
"67874","Sweet potato tuber","90.54","39.83","42.41","10.79","10.71","84.25","","","","","","","","","","67.13","10.03","","","","Kenya"
"67875","Sweet potato tuber","91.59","44.77","52.56","9.55","6.58","89.00","","","","","","","","","","67.04","12.03","","","","Kenya"
"67876","Sweet potato tuber","90.45","45.28","44.17","12.41","10.20","82.72","","","","","","","","","","64.57","9.83","","","","Kenya"
"67877","Sweet potato tuber","90.08","42.76","43.18","12.63","11.69","81.36","","","","","","","","","","63.99","9.33","","","","Kenya"
"67878","Sweet potato tuber","90.63","39.70","39.11","12.26","14.90","80.46","","","","","","","","","","63.31","8.65","","","","Kenya"
"67879","Sweet potato tuber","90.81","38.23","43.21","10.00","10.98","84.81","","","","","","","","","","65.69","10.34","","","","Kenya"
"67880","Sweet potato tuber","90.32","46.81","43.46","13.42","11.72","78.82","","","","","","","","","","60.15","8.82","","","","Kenya"
"67881","Sweet potato tuber","90.75","42.60","44.16","13.02","13.01","83.82","","","","","","","","","","65.88","9.71","","","","Kenya"
"67882","Sweet potato tuber","90.81","41.32","41.98","11.99","9.15","84.72","","","","","","","","","","64.86","10.04","","","","Kenya"
"67883","Sweet potato tuber","91.17","41.02","44.87","11.82","7.47","89.66","","","","","","","","","","66.85","11.20","","","","Kenya"
"67884","Sweet potato tuber","91.11","40.88","44.83","11.83","7.35","89.80","","","","","","","","","","66.71","11.21","","","","Kenya"
"67885","Sweet potato tuber","90.81","47.65","46.60","13.46","8.67","84.31","","","","","","","","","","62.87","10.02","","","","Kenya"
"67886","Sweet potato tuber","90.43","48.33","49.55","13.78","8.12","85.24","","","","","","","","","","64.36","10.57","","","","Kenya"
"67887","Sweet potato tuber","91.05","51.83","46.77","15.32","12.02","80.03","","","","","","","","","","58.83","9.01","","","","Kenya"
"67888","Sweet potato tuber","91.66","49.08","45.65","14.01","11.53","83.89","","","","","","","","","","59.98","10.00","","","","Kenya"
"67889","Sweet potato tuber","90.45","45.42","45.29","12.86","13.20","82.15","","","","","","","","","","65.91","9.42","","","","Kenya"
"67890","Sweet potato tuber","90.88","46.89","46.41","12.20","11.16","83.36","","","","","","","","","","66.07","9.92","","","","Kenya"
"67891","Sweet potato tuber","90.61","42.11","51.13","9.86","10.26","85.33","","","","","","","","","","69.51","10.99","","","","Kenya"
"67471","Cassava peelings","89.95","17.96","33.36","6.77","3.84","94.54","","","","","","","","","","62.52","9.48","","","",""
"67478","Cassava peelings","90.13","20.36","38.41","9.11","4.78","91.91","","","","","","","","","","68.31","10.30","","","",""
"67486","Cassava peelings","94.58","19.16","33.60","11.35","4.72","90.32","","","","","","","","","","47.43","6.89","","","",""
"67546","Cassava peelings","90.07","13.01","45.06","4.35","2.64","93.99","","","","","","","","","","71.71","10.99","","","",""
"67547","Yam peel","88.10","4.40","90.58","0.91","3.83","97.26","","","","","","","","","","74.68","11.51","","","",""
"67551","Cassava peelings","90.63","16.29","40.91","9.98","3.89","94.00","","","","","","","","","","67.13","10.20","","","",""
"67556","Cassava peelings","90.93","22.13","34.30","9.55","3.72","91.62","","","","","","","","","","61.80","9.28","","","",""
"67569","Cassava peelings","89.82","6.17","34.87","0.97","3.53","93.71","","","","","","","","","","66.86","10.16","","","",""
"67608","Yam peel","88.74","12.74","79.23","3.02","6.65","94.86","","","","","","","","","","71.34","10.80","","","",""
"67609","Cassava peelings","89.72","11.46","36.98","3.55","3.52","94.80","","","","","","","","","","52.02","7.81","","","",""
"67614","Cassava peelings","88.42","14.28","35.00","5.62","4.07","94.31","","","","","","","","","","68.18","10.37","","","",""
"67615","Yam peel","90.74","7.94","79.20","2.44","6.41","95.04","","","","","","","","","","64.86","9.77","","","",""
"67625","Sweet potato vines","92.35","35.58","45.87","4.78","5.61","92.98","","","","","","","","","","73.52","11.13","","","",""
"67771","Sweet potato tuber","91.46","49.31","49.37","14.20","13.15","82.71","","","","","","","","","","63.22","9.29","","","","Kenya"
"67772","Sweet potato tuber","91.79","51.45","52.06","13.63","10.36","85.24","","","","","","","","","","63.60","10.15","","","","Kenya"
"67773","Sweet potato tuber","90.92","40.54","44.02","11.30","12.60","84.87","","","","","","","","","","67.74","9.93","","","","Kenya"
"67774","Sweet potato tuber","90.88","49.45","43.15","16.91","11.38","78.65","","","","","","","","","","56.58","8.64","","","","Kenya"
"67775","Sweet potato tuber","91.89","53.54","53.12","13.48","6.53","86.95","","","","","","","","","","60.96","10.61","","","","Kenya"
"67776","Sweet potato tuber","91.79","51.76","47.35","15.71","8.66","86.60","","","","","","","","","","59.79","10.03","","","","Kenya"
"67777","Sweet potato tuber","91.84","50.08","48.10","13.27","10.84","83.51","","","","","","","","","","60.35","9.64","","","","Kenya"
"67778","Sweet potato tuber","90.88","44.76","42.75","13.82","12.53","81.35","","","","","","","","","","60.87","8.94","","","","Kenya"
"67779","Sweet potato tuber","91.48","49.81","48.38","13.24","8.67","83.41","","","","","","","","","","60.51","9.93","","","","Kenya"
"67780","Sweet potato tuber","91.07","49.96","48.52","13.84","6.93","83.44","","","","","","","","","","57.47","10.00","","","","Kenya"
"67781","Sweet potato tuber","91.99","52.91","52.41","12.11","5.17","85.93","","","","","","","","","","57.17","10.75","","","","Kenya"
"67782","Sweet potato tuber","91.11","40.16","47.70","10.04","11.02","85.47","","","","","","","","","","68.03","10.86","","","","Kenya"
"67783","Sweet potato tuber","91.43","42.41","43.34","11.58","8.76","86.88","","","","","","","","","","64.27","10.49","","","","Kenya"
"67784","Sweet potato tuber","91.41","46.49","47.47","12.97","9.13","86.20","","","","","","","","","","64.80","10.20","","","","Kenya"
"67785","Sweet potato tuber","91.31","44.11","51.78","10.85","5.75","89.09","","","","","","","","","","68.45","11.78","","","","Kenya"
"67786","Sweet potato tuber","91.65","50.32","50.85","13.85","8.49","87.05","","","","","","","","","","61.20","10.68","","","","Kenya"
"67787","Sweet potato tuber","91.29","43.11","45.49","12.18","11.41","84.98","","","","","","","","","","65.36","10.17","","","","Kenya"
"67788","Sweet potato tuber","91.53","51.72","53.49","13.63","6.08","87.49","","","","","","","","","","63.08","11.17","","","","Kenya"
"67789","Sweet potato tuber","91.15","42.25","43.17","12.04","8.40","85.53","","","","","","","","","","61.92","10.03","","","","Kenya"
"67790","Sweet potato tuber","91.23","47.21","52.72","12.31","5.65","87.41","","","","","","","","","","62.81","11.44","","","","Kenya"
"67791","Sweet potato tuber","91.46","54.62","54.89","14.85","5.63","86.87","","","","","","","","","","62.20","11.23","","","","Kenya"
"67069","Carrot leaf","88.23","26.06","21.70","4.23","10.35","84.10","3.24","8.56","","1002.15","","2.00","","84.97","31.13","","","","","","Ethiopia"
"67071","Potato leaf","91.34","27.91","39.43","5.36","20.10","85.37","2.60","10.82","","1348.28","","2.59","","241.90","36.16","","","","","","Ethiopia"
"67079","Enset leaf","93.91","40.68","63.70","14.93","19.59","87.65","3.04","6.87","","207.40","","2.82","","472.02","13.95","","","","","","Ethiopia"
"67080","Enset leaf","93.88","34.99","63.70","10.53","16.85","85.06","2.49","12.08","","517.87","","2.63","","325.64","14.51","","","","","","Ethiopia"
"67085","Enset corm","92.04","23.74","67.03","5.18","3.44","84.69","2.21","3.33","","1059.23","","1.18","","79.57","46.93","","","","","","Ethiopia"
"67086","Enset corm","91.00","11.12","67.03","1.97","1.19","90.79","2.69","1.56","","355.18","","0.47","","34.16","34.90","","","","","","Ethiopia"
"67090","Banana leaves","94.48","40.98","57.13","17.74","11.87","79.07","1.52","11.78","","224.62","","2.69","","1072.86","5.07","","","","","","Ethiopia"
"67091","Banana leaves","93.46","31.16","60.36","7.85","17.75","84.65","1.82","11.58","","373.95","","2.32","","432.65","11.61","","","","","","Ethiopia"
"62700","Sweet potato tuber","91.49","24.38","35.12","4.58","11.79","90.84","","","","","","","","","","78.05","","","","","Kenya"
"62701","Sweet potato vines","91.60","22.59","27.17","4.09","20.65","85.20","","","","","","","","","","75.58","","","","","Kenya"
"62702","Sweet potato vines","91.56","23.98","31.31","4.47","18.04","86.46","","","","","","","","","","75.93","","","","","Kenya"
"62703","Sweet potato vines","91.23","24.75","31.97","4.71","16.80","87.09","","","","","","","","","","77.70","","","","","Kenya"
"62704","Sweet potato vines","91.40","23.29","33.09","3.65","13.68","88.01","","","","","","","","","","78.44","","","","","Kenya"
"62705","Sweet potato vines","91.43","25.92","34.78","4.79","13.18","86.00","","","","","","","","","","77.63","","","","","Kenya"
"62706","Sweet potato vines","90.75","23.22","30.27","4.29","17.78","88.47","","","","","","","","","","79.52","","","","","Kenya"
"62707","Sweet potato vines","91.55","27.02","39.07","3.76","9.20","92.10","","","","","","","","","","80.06","","","","","Kenya"
"62708","Sweet potato vines","91.63","22.09","30.98","3.97","16.85","87.67","","","","","","","","","","79.40","","","","","Kenya"
"62709","Sweet potato vines","91.78","23.55","34.57","4.65","12.09","90.19","","","","","","","","","","78.55","","","","","Kenya"
"62710","Sweet potato vines","91.55","23.87","31.63","4.03","17.02","86.56","","","","","","","","","","77.90","","","","","Kenya"
"62711","Sweet potato vines","91.81","22.04","30.24","3.79","18.69","88.27","","","","","","","","","","77.08","","","","","Kenya"
"62712","Sweet potato vines","91.55","24.45","34.53","4.47","13.49","90.05","","","","","","","","","","78.67","","","","","Kenya"
"62713","Sweet potato vines","91.87","28.30","40.70","4.78","7.99","91.27","","","","","","","","","","77.52","","","","","Kenya"
"62714","Sweet potato vines","91.01","21.96","30.28","4.27","17.21","87.29","","","","","","","","","","80.47","","","","","Kenya"
"62715","Sweet potato vines","91.55","22.49","29.52","5.14","19.08","85.92","","","","","","","","","","75.47","","","","","Kenya"
"62716","Sweet potato vines","91.82","19.34","25.26","3.51","22.58","87.17","","","","","","","","","","78.05","","","","","Kenya"
"62717","Sweet potato vines","91.21","22.32","29.43","4.52","18.68","86.87","","","","","","","","","","76.52","","","","","Kenya"
"62718","Sweet potato vines","91.53","26.30","35.11","4.83","17.41","88.88","","","","","","","","","","74.93","","","","","Kenya"
"62719","Sweet potato vines","91.86","23.39","32.85","4.37","18.72","86.94","","","","","","","","","","73.02","","","","","Kenya"
"62720","Sweet potato vines","92.08","28.78","39.43","5.63","13.65","88.95","","","","","","","","","","72.87","","","","","Kenya"
"62721","Sweet potato vines","92.28","29.04","38.12","6.48","16.11","85.83","","","","","","","","","","73.46","","","","","Kenya"
"62722","Sweet potato vines","91.49","30.00","37.00","6.98","16.37","83.96","","","","","","","","","","75.90","","","","","Kenya"
"62723","Sweet potato vines","91.62","34.30","40.30","8.48","15.65","81.65","","","","","","","","","","73.37","","","","","Kenya"
"62724","Sweet potato vines","92.05","32.68","40.83","6.76","12.38","88.86","","","","","","","","","","74.36","","","","","Kenya"
"62725","Sweet potato vines","92.02","29.37","37.42","6.28","18.03","83.90","","","","","","","","","","74.35","","","","","Kenya"
"62726","Sweet potato vines","91.71","30.75","38.18","6.78","16.85","84.09","","","","","","","","","","73.96","","","","","Kenya"
"62727","Sweet potato vines","92.24","33.96","43.51","6.69","10.90","90.57","","","","","","","","","","72.56","","","","","Kenya"
"62728","Sweet potato vines","91.62","30.67","39.35","6.03","14.59","85.69","","","","","","","","","","72.72","","","","","Kenya"
"62729","Sweet potato vines","92.58","32.51","40.68","6.96","13.98","84.70","","","","","","","","","","72.99","","","","","Kenya"
"60874","Banana leaves","91.05","76.96","74.56","8.35","7.41","91.54","","","","","","","","","","30.06","","","","","Kenya"
"60875","Banana leaves","91.67","50.28","69.91","12.79","5.04","90.78","","","","","","","","","","33.49","","","","","Kenya"
"60876","Banana leaves","91.30","53.87","75.32","13.54","7.44","91.63","","","","","","","","","","31.60","","","","","Kenya"
"60877","Banana leaves","91.64","45.92","69.07","11.62","9.45","90.09","","","","","","","","","","31.94","","","","","Kenya"
"60909","Sweet potato vines","91.79","35.04","40.88","9.57","12.40","84.52","","","","","","","","","","65.28","","","","","Kenya"
"60785","Sweet potato vines","91.54","28.85","36.98","6.77","17.25","86.71","","","","","","","","","","68.34","","","","","Kenya"
"60786","Sweet potato vines","91.50","29.54","37.85","6.55","16.50","87.15","","","","","","","","","","67.69","","","","","Kenya"
"60787","Sweet potato vines","91.61","27.82","36.35","5.54","18.13","88.44","","","","","","","","","","70.76","","","","","Kenya"
"60788","Sweet potato vines","91.45","30.23","36.60","6.94","17.35","84.57","","","","","","","","","","66.79","","","","","Kenya"
"60711","Banana leaves","90.82","49.27","73.25","6.31","7.21","87.55","","","","","","","","","","35.15","","","","","Kenya"
"60712","Banana leaves","90.10","67.57","77.48","17.13","4.62","90.55","","","","","","","","","","41.06","","","","","Kenya"
"60713","Banana leaves","90.52","48.96","72.31","15.43","15.97","86.91","","","","","","","","","","35.73","","","","","Kenya"
"60714","Banana leaves","91.64","43.57","65.57","15.93","12.79","89.30","","","","","","","","","","32.40","","","","","Kenya"
"60715","Banana leaves","89.66","65.50","81.67","15.30","4.73","93.67","","","","","","","","","","31.80","","","","","Kenya"
"60716","Banana leaves","90.57","58.55","73.17","9.28","5.48","88.71","","","","","","","","","","37.28","","","","","Kenya"
"59537","Sweet potato vines + tuber","90.71","26.28","36.43","6.48","9.43","87.72","","","","","","","","","","86.12","","","","","Kenya"
"59538","Sweet potato vines + tuber","89.60","24.92","33.91","5.40","12.51","86.33","","","","","","","","","","82.89","","","","","Kenya"
"59539","Sweet potato vines + tuber","90.15","24.56","34.24","5.54","10.02","90.05","","","","","","","","","","87.82","","","","","Kenya"
"59540","Sweet potato vines + tuber","89.36","26.28","35.26","5.36","11.91","88.04","","","","","","","","","","85.37","","","","","Kenya"
"59541","Sweet potato vines + tuber","89.74","24.67","34.37","5.32","11.00","88.07","","","","","","","","","","87.03","","","","","Kenya"
"59542","Sweet potato vines + tuber","88.79","26.04","32.67","4.60","16.11","86.67","","","","","","","","","","81.70","","","","","Kenya"
"59543","Sweet potato vines + tuber","89.48","26.79","34.74","5.36","13.61","86.48","","","","","","","","","","82.24","","","","","Kenya"
"59544","Sweet potato vines + tuber","90.42","30.70","37.58","6.54","10.36","86.46","","","","","","","","","","82.75","","","","","Kenya"
"59545","Sweet potato vines + tuber","89.44","26.81","34.24","5.54","14.66","87.14","","","","","","","","","","82.89","","","","","Kenya"
"59546","Sweet potato vines + tuber","91.91","40.50","41.89","7.79","9.06","78.69","","","","","","","","","","71.33","","","","","Kenya"
"57334","Sweet potato leaf","92.73","20.39","26.60","3.76","23.69","86.19","","","","","","","","","","76.58","","","","","D. R. Congo"
"56880","Cassava leaves","87.85","24.84","37.54","","31.69","91.78","2.09","18.98","","","","","","","","","","","","","Kenya"
"56940","Cassava tuber","92.23","16.44","51.40","","10.04","94.37","0.97","4.95","","","","","","","","","","","","","Kenya"
"56940","Cassava tuber","92.23","16.44","51.40","","10.04","94.37","0.97","4.95","","","","","","","","","","","","","Kenya"
"56942","Cassava leaves","92.23","25.45","31.61","","18.95","92.28","2.17","13.53","","","","","","","","","","","","","Kenya"
"56942","Cassava leaves","92.23","25.45","31.61","","18.95","92.28","2.17","13.53","","","","","","","","","","","","","Kenya"
"56943","Cassava leaves","91.90","27.07","36.20","","26.08","91.92","2.34","16.09","","","","","","","","","","","","","Kenya"
"56943","Cassava leaves","91.90","27.07","36.20","","26.08","91.92","2.34","16.09","","","","","","","","","","","","","Kenya"
"56945","Cassava tuber","92.76","17.09","46.63","","4.79","96.95","0.77","22.40","","","","","","","","","","","","","Kenya"
"56945","Cassava tuber","92.76","17.09","46.63","","4.79","96.95","0.77","22.40","","","","","","","","","","","","","Kenya"
"56946","Cassava tuber","92.56","9.44","28.47","","9.34","97.78","0.93","13.58","","","","","","","","","","","","","Kenya"
"56946","Cassava tuber","92.56","9.44","28.47","","9.34","97.78","0.93","13.58","","","","","","","","","","","","","Kenya"
"56766","Sweet potato vines","93.10","24.00","32.14","5.70","20.05","84.77","","","","","23.10","","","","","68.78","9.46","5.82","3.39","5.86","Rwanda"
"56767","Sweet potato vines","93.14","24.68","33.93","6.55","18.77","83.12","","","","","26.80","","","","","67.69","9.08","5.48","3.10","5.61","Rwanda"
"56768","Sweet potato vines","92.66","22.45","30.54","5.12","20.85","82.65","","","","","26.10","","","","","67.28","9.00","5.40","3.01","5.52","Rwanda"
"56769","Sweet potato vines","91.58","25.69","38.87","5.72","4.98","95.77","","","","","13.60","","","","","","","","","","Rwanda"
"56770","Sweet potato vines","91.72","23.38","36.32","4.47","8.06","94.79","","","","","10.90","","","","","","","","","","Rwanda"
"56771","Sweet potato vines","91.98","25.24","34.67","6.76","18.27","84.55","","","","","26.30","","","","","66.91","9.16","5.56","3.14","5.65","Rwanda"
"56772","Sweet potato vines","92.46","22.63","33.43","5.08","21.15","87.09","","","","","19.00","","","","","69.87","9.83","6.15","3.68","6.11","Rwanda"
"56773","Sweet potato vines","92.87","23.08","30.72","4.48","21.99","85.54","","","","","17.50","","","","","70.07","9.67","6.02","3.56","5.98","Rwanda"
"56774","Sweet potato vines","93.11","23.19","33.55","4.60","19.85","87.12","","","","","16.60","","","","","69.29","9.79","6.11","3.68","6.11","Rwanda"
