"Reference","Feed name","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country"
"111517","Enset roots","91.19","22.32","36.78","3.34","4.31","91.81","","","","","","","","","","59.21","8.63","","","","Ethiopia"
"111518","Enset stem","91.41","24.27","41.21","4.34","3.13","90.56","","","","","","","","","","52.89","7.64","","","","Ethiopia"
"105062","Sweet potato","90.30","51.42","49.67","12.10","19.03","80.97","","","","","","","","","","43.21","6.01","","","","Ethiopia"
"105064","Sweet potato","92.24","35.65","43.34","9.92","14.48","88.20","","","","","","","","","","52.89","7.47","","","","Ethiopia"
"104962","Enset","93.25","46.00","52.30","8.53","9.77","83.96","","","","","","","","","","44.32","6.10","","","","Ethiopia"
"104968","Enset","93.49","45.19","51.88","8.15","9.02","82.51","","","","","","","","","","43.12","5.87","","","","Ethiopia"
"103831","Banana leaves","94.23","43.65","69.57","5.96","7.07","","","","","","","","","","","48.23","6.62","","","","Tanzania"
"103850","Banana leaves","94.07","38.64","49.31","10.88","13.79","","","","","","","","","","","49.79","6.69","","","","Tanzania"
"103893","Banana leaves","93.47","42.65","59.44","10.38","9.02","","","","","","","","","","","49.54","6.98","","","","Tanzania"
"103584","Banana","94.30","34.37","42.41","10.33","8.47","","","","","","","","","","","48.82","6.54","","","","Tanzania"
"103585","Banana pseudostem","92.63","23.85","33.46","4.93","6.89","","","","","","","","","","","54.76","7.41","","","","Tanzania"
"103601","Banana pseudostem","91.68","13.93","22.70","3.07","8.09","","","","","","","","","","","49.59","7.15","","","","Tanzania"
"103629","Banana pseudostem","93.22","34.37","43.91","4.90","6.75","","","","","","","","","","","55.95","7.64","","","","Tanzania"
"103630","Banana","93.80","34.95","51.03","6.44","7.47","","","","","","","","","","","50.03","6.91","","","","Tanzania"
"103471","Banana","93.01","34.74","48.56","5.92","6.36","","","","","","","","","","","49.78","6.90","","","","Tanzania"
"103483","Arrowroot","93.02","27.13","31.30","7.20","7.25","","","","","","","","","","","57.55","7.89","","","","Tanzania"
"103486","Banana fruit","94.35","37.15","60.92","6.77","9.54","","","","","","","","","","","49.64","6.55","","","","Tanzania"
"103502","Banana leaves","94.37","35.47","48.45","8.71","8.12","","","","","","","","","","","51.58","6.88","","","","Tanzania"
"103512","Banana","93.86","36.92","51.12","6.63","9.57","","","","","","","","","","","51.99","7.05","","","","Tanzania"
"103513","Arrowroot","94.00","39.58","54.43","8.60","9.20","","","","","","","","","","","49.23","6.73","","","","Tanzania"
"103544","Banana leaves","94.22","39.56","56.88","9.98","8.34","","","","","","","","","","","43.89","6.09","","","","Tanzania"
"103550","Banana leaves","93.51","35.83","51.00","7.64","7.47","","","","","","","","","","","50.96","7.09","","","","Tanzania"
"103396","Banana","91.46","20.07","29.31","5.75","6.28","","","","","","","","","","","55.66","8.18","","","","Tanzania"
"103397","Arrowroot","92.99","23.99","33.09","7.59","7.97","","","","","","","","","","","54.58","7.44","","","","Tanzania"
"103419","Arrowroot","93.90","38.81","51.05","8.10","12.90","","","","","","","","","","","52.40","6.80","","","","Tanzania"
"103425","Banana leaves","94.27","36.65","49.20","7.98","7.48","","","","","","","","","","","50.16","6.74","","","","Tanzania"
"103426","Banana leaves","94.37","37.74","50.36","9.37","10.26","","","","","","","","","","","48.60","6.63","","","","Tanzania"
"103460","Banana fruit","93.12","25.72","46.45","7.07","11.46","","","","","","","","","","","51.97","7.18","","","","Tanzania"
"103462","Banana","92.94","30.74","41.28","4.38","6.09","","","","","","","","","","","50.56","7.00","","","","Tanzania"
"103329","Banana leaves","94.05","42.56","56.88","10.05","8.19","","","","","","","","","","","46.43","6.32","","","","Tanzania"
"102299","Enset leaf","93.80","34.40","40.18","7.62","13.02","","","","","","","","","","","56.97","7.68","","","","Ethiopia"
"102300","Enset leaf","93.81","32.83","38.37","8.16","12.80","","","","","","","","","","","56.73","7.62","","","","Ethiopia"
"102301","Enset leaf","92.28","39.59","54.69","7.38","4.83","","","","","","","","","","","48.79","7.13","","","","Ethiopia"
"102323","Banana leaf","94.09","40.63","46.58","9.24","7.86","","","","","","","","","","","51.08","7.21","","","","Ethiopia"
"102324","Banana leaf","94.08","39.12","47.29","8.48","8.62","","","","","","","","","","","53.29","7.50","","","","Ethiopia"
"102325","Banana leaf","93.95","39.66","49.30","9.34","7.59","","","","","","","","","","","51.92","7.34","","","","Ethiopia"
"102338","Banana pseudostem","92.39","39.97","54.35","6.81","5.24","","","","","","","","","","","49.78","7.26","","","","Ethiopia"
"102339","Banana pseudostem","93.89","34.14","40.50","6.48","12.56","","","","","","","","","","","57.41","7.81","","","","Ethiopia"
"102340","Banana pseudostem","92.27","36.77","52.67","7.35","4.94","","","","","","","","","","","48.36","7.04","","","","Ethiopia"
"102341","Enset pseudostem","90.77","14.35","33.35","0.28","3.09","","","","","","","","","","","56.69","8.54","","","","Ethiopia"
"102342","Enset pseudostem","90.84","14.74","33.34","0.94","3.91","","","","","","","","","","","55.90","8.35","","","","Ethiopia"
"102343","Enset pseudostem","91.06","17.61","36.19","1.32","3.55","","","","","","","","","","","54.87","8.18","","","","Ethiopia"
"101958","Banana leaf","93.79","38.20","49.34","8.35","6.87","","","","","","","","","","","51.88","7.19","","","","Ethiopia"
"101959","Enset leaf","93.29","38.21","49.78","7.94","10.70","","","","","","","","","","","54.93","7.60","","","","Ethiopia"
"102217","Enset leaf","94.01","31.85","45.75","5.65","16.40","","","","","","","","","","","59.75","8.00","","","","Ethiopia"
"102218","Enset leaf","94.07","28.71","39.73","5.32","17.19","","","","","","","","","","","60.05","8.05","","","","Ethiopia"
"102219","Enset leaf","93.84","32.37","46.35","5.05","15.16","","","","","","","","","","","59.87","8.11","","","","Ethiopia"
"102220","Enset pseudostem","91.03","16.85","34.83","2.74","4.10","","","","","","","","","","","51.84","7.64","","","","Ethiopia"
"102221","Enset pseudostem","90.90","16.55","34.65","1.86","4.31","","","","","","","","","","","52.22","7.78","","","","Ethiopia"
"102222","Enset pseudostem","91.05","16.90","33.60","2.76","4.73","","","","","","","","","","","51.69","7.56","","","","Ethiopia"
"102223","Banana leaf","94.14","33.92","41.70","8.54","16.89","","","","","","","","","","","52.47","7.06","","","","Ethiopia"
"102224","Banana leaf","94.27","33.25","39.19","8.61","13.30","","","","","","","","","","","53.39","7.12","","","","Ethiopia"
"102225","Banana leaf","94.24","33.16","39.65","8.46","13.21","","","","","","","","","","","53.70","7.14","","","","Ethiopia"
"102226","Banana pseudostem","91.51","24.96","42.57","3.24","3.60","","","","","","","","","","","49.39","7.28","","","","Ethiopia"
"102227","Banana pseudostem","91.61","26.56","43.88","3.47","3.62","","","","","","","","","","","49.67","7.30","","","","Ethiopia"
"102228","Banana pseudostem","91.47","23.68","41.75","3.00","3.51","","","","","","","","","","","49.65","7.35","","","","Ethiopia"
"101951","Banana pseudostem","92.04","27.92","45.70","4.48","2.77","","","","","","","","","","","53.15","7.58","","","","Ethiopia"
"101952","Enset pseudostem","92.37","37.07","53.37","6.49","5.56","","","","","","","","","","","50.30","7.13","","","","Ethiopia"
"91444","Cassava leaves","95.00","37.11","51.29","7.78","","","","","","","","","","","","59.04","8.52","","","",""
"87786","Cassava tuber","91.05","25.93","39.95","12.09","4.80","","","","","","","","","","","57.29","8.26","","","",""
"87787","Cassava tuber","91.34","22.49","52.55","11.19","4.47","","","","","","","","","","","59.12","8.58","","","",""
"87788","Cassava tuber","90.34","22.71","46.82","10.97","4.68","","","","","","","","","","","59.07","8.54","","","",""
"83248","Cassava leaf + stem","92.91","16.89","15.03","5.77","","","","","","","","","","","","53.63","7.50","","","",""
"83249","Cassava leaf + stem","93.52","22.85","31.58","7.50","","","","","","","","","","","","52.54","7.69","","","",""
"83250","Cassava leaf + stem","93.16","19.58","22.11","6.53","","","","","","","","","","","","52.06","7.44","","","",""
"83251","Sweet potato vines","95.49","27.67","38.59","5.64","","","","","","","","","","","","53.21","7.83","","","",""
"83252","Sweet potato vines","94.61","18.78","33.63","5.62","","","","","","","","","","","","59.42","8.94","","","",""
"83253","Sweet potato vines","96.39","36.33","48.34","7.87","","","","","","","","","","","","50.27","7.67","","","",""
"83254","Sweet potato vines","95.23","28.29","40.74","6.08","","","","","","","","","","","","54.82","8.04","","","",""
"83255","Sweet potato vines","95.02","26.55","39.63","7.21","","","","","","","","","","","","54.12","8.14","","","",""
"78566","Banana stem + leaves","89.84","29.32","55.33","2.62","11.67","86.41","","","","","","","","","","63.25","","","","","Kenya"
"75822","Sweet potato vine silage","90.92","39.30","53.66","","13.35","95.79","","","","","","","","","","","","","","","Kenya"
"75142","Banana leaves","91.33","35.38","64.52","6.46","12.43","89.58","","","","","","","","","","50.38","6.64","","","","Tanzania"
"75054","Banana stem","92.07","55.53","67.61","8.34","3.37","85.92","","","","","","","","","","53.72","7.08","","","","Tanzania"
"75091","Banana stem + leaves","91.53","44.07","56.74","7.80","16.91","81.04","","","","","","","","","","51.64","6.30","","","","Tanzania"
"74678","Enset leaf","94.29","38.58","45.66","8.23","11.15","83.77","","","","","","","","","","52.17","","","","","Ethiopia"
"74679","Enset leaf","93.60","40.69","50.83","8.26","13.09","83.15","","","","","","","","","","54.51","","","","","Ethiopia"
"74680","Enset leaf","93.23","36.83","46.45","7.43","14.33","83.25","","","","","","","","","","53.59","","","","","Ethiopia"
"74681","Enset leaf","92.65","33.81","44.79","6.75","17.66","84.42","","","","","","","","","","59.02","","","","","Ethiopia"
"74682","Enset leaf","92.49","36.46","48.04","6.72","13.30","85.97","","","","","","","","","","59.34","","","","","Ethiopia"
"74529","Cassava peelings","90.61","24.16","39.04","10.45","4.24","90.84","","","","","","","","","","67.17","10.10","","","",""
"74531","Cassava tuber","90.60","14.87","43.85","5.34","4.55","92.23","","","","","","","","","","72.84","11.04","","","",""
"74468","Cassava peelings","89.92","21.83","46.37","7.11","5.61","92.11","","","","","","","","","","76.18","11.54","","","",""
"74470","Cassava peelings","89.41","24.79","45.35","12.53","3.99","91.64","","","","","","","","","","75.11","11.41","","","",""
"74472","Cassava peelings","89.04","13.11","63.70","5.87","6.51","93.85","","","","","","","","","","85.12","12.99","","","",""
"74475","Yam peel","90.88","21.67","35.65","9.89","3.39","82.50","","","","","","","","","","72.19","10.70","","","",""
"74479","Cassava peelings","90.54","34.45","52.23","11.23","7.66","90.70","","","","","","","","","","67.12","9.96","","","",""
"74482","Yam peel","89.05","12.49","43.15","4.34","6.37","93.98","","","","","","","","","","84.48","12.90","","","",""
"69558","Yam peel","92.44","28.59","25.11","13.93","10.66","40.15","","","","","","","","","","52.45","6.01","","","",""
"69568","Yam peel","92.94","16.35","39.24","8.81","5.10","49.61","","","","","","","","","","45.55","5.39","","","",""
"69569","Cassava peelings","89.32","14.44","37.51","7.04","4.45","83.10","","","","","","","","","","64.84","9.49","","","",""
"69580","Yam peel","89.47","12.84","75.95","5.59","5.86","85.41","","","","","","","","","","30.86","4.04","","","",""
"69425","Cassava peelings","92.26","23.95","40.23","13.74","3.70","93.11","","","","","","","","","","68.78","10.45","","","",""
"69426","Cassava peelings","91.87","27.53","46.15","16.07","4.33","89.72","","","","","","","","","","62.73","9.35","","","",""
"69427","Cassava peelings","92.16","23.58","44.10","11.44","5.06","90.18","","","","","","","","","","66.12","9.88","","","",""
"69478","Yam peel","89.86","10.85","80.28","4.66","5.15","92.12","","","","","","","","","","69.64","10.50","","","",""
"69479","Cassava peelings","92.11","26.46","46.07","11.71","6.38","91.47","","","","","","","","","","65.32","9.74","","","",""
"69493","Sweet potato vines","92.01","43.64","50.19","11.69","7.98","80.95","","","","","","","","","","33.74","4.29","","","",""
"69497","Cassava peelings","90.72","17.70","42.09","8.24","4.30","90.69","","","","","","","","","","64.74","9.70","","","",""
"69502","Cassava peelings","90.02","14.80","27.44","7.24","3.19","96.08","","","","","","","","","","42.05","6.25","","","",""
"69503","Yam peel","88.92","8.36","80.34","3.09","6.73","95.68","","","","","","","","","","36.75","5.25","","","",""
"69508","Cassava peelings","90.39","25.43","47.70","11.18","4.56","91.11","","","","","","","","","","63.30","9.48","","","",""
"68192","Sweet potato","90.10","13.34","48.98","3.75","3.20","95.55","","","","","","","","","","86.98","13.96","","","","Kenya"
"68193","Sweet potato","90.76","12.22","52.26","3.25","4.09","95.14","","","","","","","","","","86.45","13.83","","","","Kenya"
"68194","Sweet potato","90.48","12.52","48.31","3.67","3.08","95.13","","","","","","","","","","88.02","13.94","","","","Kenya"
"68195","Sweet potato","90.82","12.64","46.46","2.96","3.97","94.35","","","","","","","","","","87.25","13.54","","","","Kenya"
"68196","Sweet potato","90.75","10.31","53.62","2.97","4.38","96.07","","","","","","","","","","87.36","14.05","","","","Kenya"
"68197","Sweet potato","90.95","9.70","47.32","2.13","4.10","95.86","","","","","","","","","","89.76","13.84","","","","Kenya"
"68198","Sweet potato","90.76","11.39","51.08","3.18","4.12","95.73","","","","","","","","","","87.94","13.96","","","","Kenya"
"68199","Sweet potato","90.82","9.20","52.73","2.09","4.14","96.45","","","","","","","","","","88.07","14.36","","","","Kenya"
"68200","Sweet potato","91.59","9.24","52.22","1.37","4.04","96.10","","","","","","","","","","87.25","13.93","","","","Kenya"
"68201","Sweet potato","90.49","12.59","53.99","3.25","3.01","95.77","","","","","","","","","","85.90","14.20","","","","Kenya"
"68202","Sweet potato","90.82","7.81","47.05","0.64","8.43","94.32","","","","","","","","","","88.99","13.43","","","","Kenya"
"68203","Sweet potato","90.66","10.58","52.67","3.67","7.03","94.72","","","","","","","","","","85.51","13.36","","","","Kenya"
"68204","Sweet potato","90.62","10.82","48.74","3.38","5.00","95.23","","","","","","","","","","88.43","13.61","","","","Kenya"
"68205","Sweet potato","90.42","11.87","51.64","3.65","3.24","95.39","","","","","","","","","","87.43","14.02","","","","Kenya"
"68206","Sweet potato","90.66","14.64","46.76","3.89","3.16","94.64","","","","","","","","","","86.61","13.59","","","","Kenya"
"68207","Sweet potato","90.37","12.66","51.87","3.98","4.76","94.97","","","","","","","","","","86.73","13.78","","","","Kenya"
"68092","Sweet potato vines","90.60","9.49","51.20","2.31","6.35","94.43","","","","","","","","","","89.61","13.43","","","","Kenya"
"68093","Sweet potato vines","90.48","14.08","50.07","5.07","3.65","93.80","","","","","","","","","","85.56","13.16","","","","Kenya"
"68094","Sweet potato vines","90.80","10.20","49.34","1.36","4.55","94.65","","","","","","","","","","88.05","13.91","","","","Kenya"
"68095","Sweet potato vines","90.21","16.30","54.24","5.38","4.73","93.83","","","","","","","","","","83.90","12.97","","","","Kenya"
"68096","Sweet potato vines","91.24","6.83","52.82","0.77","6.15","94.92","","","","","","","","","","88.12","13.61","","","","Kenya"
"68097","Sweet potato vines","89.83","8.78","54.69","1.70","8.07","93.16","","","","","","","","","","89.50","12.67","","","","Kenya"
"68098","Sweet potato vines","90.41","9.23","51.85","1.73","8.23","93.60","","","","","","","","","","87.68","12.78","","","","Kenya"
"68099","Sweet potato vines","90.53","12.06","51.34","2.51","8.08","92.55","","","","","","","","","","86.01","12.77","","","","Kenya"
"68100","Sweet potato vines","89.93","12.82","51.62","3.68","6.58","92.30","","","","","","","","","","84.26","12.14","","","","Kenya"
"68101","Sweet potato vines","90.32","10.23","54.25","2.57","6.18","94.02","","","","","","","","","","88.25","13.17","","","","Kenya"
"68102","Sweet potato vines","90.08","9.78","55.81","3.11","6.35","95.27","","","","","","","","","","88.54","13.70","","","","Kenya"
"68103","Sweet potato vines","90.21","11.72","48.78","5.45","7.81","93.67","","","","","","","","","","85.21","13.05","","","","Kenya"
"68104","Sweet potato vines","90.62","11.05","49.22","2.68","4.07","95.19","","","","","","","","","","88.83","13.85","","","","Kenya"
"68105","Sweet potato vines","89.70","13.58","49.43","4.55","4.99","93.75","","","","","","","","","","87.08","13.52","","","","Kenya"
"68106","Sweet potato vines","90.17","12.80","52.96","3.14","6.32","94.55","","","","","","","","","","86.77","13.51","","","","Kenya"
"68107","Sweet potato vines","90.09","13.60","52.93","5.03","5.25","94.33","","","","","","","","","","86.23","13.54","","","","Kenya"
"68108","Sweet potato vines","90.95","11.49","51.09","3.86","4.08","95.04","","","","","","","","","","84.75","13.46","","","","Kenya"
"68109","Sweet potato vines","90.61","9.46","49.32","2.09","6.30","94.70","","","","","","","","","","89.59","13.54","","","","Kenya"
"68110","Sweet potato vines","90.46","11.79","48.63","3.18","4.80","93.95","","","","","","","","","","86.96","13.39","","","","Kenya"
"68111","Sweet potato vines","89.63","14.05","49.64","4.41","8.43","92.65","","","","","","","","","","87.18","12.59","","","","Kenya"
"68112","Sweet potato vines","89.78","14.29","52.58","3.90","8.14","91.59","","","","","","","","","","85.89","12.44","","","","Kenya"
"68113","Sweet potato vines","90.21","10.49","55.12","3.20","6.02","95.01","","","","","","","","","","87.58","13.40","","","","Kenya"
"68114","Sweet potato vines","89.25","18.46","52.67","7.46","9.39","91.63","","","","","","","","","","84.75","11.99","","","","Kenya"
"68115","Sweet potato vines","91.27","9.72","51.15","1.68","5.33","94.91","","","","","","","","","","88.01","13.65","","","","Kenya"
"68116","Sweet potato vines","89.40","13.39","52.00","4.05","6.44","91.96","","","","","","","","","","86.05","12.69","","","","Kenya"
"68117","Sweet potato vines","90.65","10.38","52.19","1.97","5.68","94.64","","","","","","","","","","86.39","13.48","","","","Kenya"
"68118","Sweet potato vines","90.40","17.04","50.62","6.81","3.81","93.57","","","","","","","","","","82.46","13.05","","","","Kenya"
"68119","Sweet potato vines","90.49","12.74","46.98","3.60","5.55","93.85","","","","","","","","","","85.83","12.97","","","","Kenya"
"68120","Sweet potato vines","90.47","8.48","51.94","2.27","7.07","94.58","","","","","","","","","","89.02","13.70","","","","Kenya"
"68121","Sweet potato vines","89.46","16.14","52.32","5.91","5.20","92.85","","","","","","","","","","86.70","12.89","","","","Kenya"
"68122","Sweet potato vines","90.82","12.39","52.41","3.12","4.63","94.82","","","","","","","","","","84.25","13.41","","","","Kenya"
"68123","Sweet potato vines","89.92","18.98","50.10","8.44","3.56","93.50","","","","","","","","","","82.42","13.10","","","","Kenya"
"68124","Sweet potato vines","90.12","10.86","48.56","2.88","6.70","93.62","","","","","","","","","","87.41","13.55","","","","Kenya"
"68125","Sweet potato vines","90.88","10.33","49.46","1.63","8.74","93.50","","","","","","","","","","86.93","12.93","","","","Kenya"
"68126","Sweet potato vines","90.31","11.82","43.66","2.56","10.06","91.32","","","","","","","","","","86.47","12.46","","","","Kenya"
"68127","Sweet potato vines","90.99","9.21","49.68","1.61","5.28","95.31","","","","","","","","","","89.08","13.58","","","","Kenya"
"68128","Sweet potato vines","90.95","12.30","54.07","2.52","3.20","95.63","","","","","","","","","","87.17","13.96","","","","Kenya"
"68129","Sweet potato vines","91.02","12.13","53.64","2.58","3.33","95.60","","","","","","","","","","87.11","13.92","","","","Kenya"
"68130","Sweet potato vines","90.78","8.83","49.89","1.42","7.45","94.33","","","","","","","","","","86.61","13.61","","","","Kenya"
"68131","Sweet potato vines","91.34","7.78","46.96","0.71","6.02","95.39","","","","","","","","","","89.12","13.45","","","","Kenya"
"68132","Sweet potato vines","91.04","13.02","51.49","3.67","3.96","94.73","","","","","","","","","","86.93","13.57","","","","Kenya"
"68133","Sweet potato vines","89.66","13.77","46.79","3.57","6.17","91.71","","","","","","","","","","88.85","12.85","","","","Kenya"
"68134","Sweet potato vines","90.95","7.51","50.48","1.40","6.33","95.03","","","","","","","","","","90.67","13.67","","","","Kenya"
"68135","Sweet potato vines","91.19","7.18","50.47","0.65","7.77","94.84","","","","","","","","","","89.60","13.27","","","","Kenya"
"68136","Sweet potato vines","90.21","13.89","48.92","3.78","4.53","93.77","","","","","","","","","","86.46","13.45","","","","Kenya"
"68137","Sweet potato vines","90.73","12.73","53.32","4.00","4.54","94.65","","","","","","","","","","86.37","13.37","","","","Kenya"
"68138","Sweet potato vines","91.05","9.81","49.87","1.44","6.30","94.16","","","","","","","","","","88.33","13.30","","","","Kenya"
"68139","Sweet potato vines","90.69","14.62","47.90","4.40","3.73","93.91","","","","","","","","","","87.05","13.18","","","","Kenya"
"68140","Sweet potato vines","91.03","5.33","51.08","","7.38","95.03","","","","","","","","","","89.00","13.85","","","","Kenya"
"68141","Sweet potato vines","91.18","10.77","49.67","2.09","4.15","95.04","","","","","","","","","","89.40","13.85","","","","Kenya"
"68142","Sweet potato vines","90.72","12.14","48.41","3.28","3.90","94.51","","","","","","","","","","88.34","13.16","","","","Kenya"
"68143","Sweet potato vines","90.69","9.18","51.26","2.37","8.02","94.32","","","","","","","","","","88.59","13.34","","","","Kenya"
"68144","Sweet potato vines","90.78","6.58","50.62","1.25","8.12","94.57","","","","","","","","","","89.30","13.40","","","","Kenya"
"68145","Sweet potato vines","90.19","10.81","48.65","2.59","6.42","94.19","","","","","","","","","","88.96","13.57","","","","Kenya"
"68146","Sweet potato vines","91.07","9.43","49.48","1.42","4.75","94.96","","","","","","","","","","89.55","13.84","","","","Kenya"
"68147","Sweet potato vines","91.16","9.50","51.89","1.31","5.38","95.42","","","","","","","","","","88.04","13.77","","","","Kenya"
"68148","Sweet potato vines","91.34","9.22","52.75","2.26","3.69","96.05","","","","","","","","","","89.24","13.95","","","","Kenya"
"68149","Sweet potato vines","90.40","11.92","48.68","3.62","3.51","95.34","","","","","","","","","","89.16","13.98","","","","Kenya"
"68150","Sweet potato vines","90.36","13.36","48.42","4.01","2.61","95.18","","","","","","","","","","88.32","14.01","","","","Kenya"
"68151","Sweet potato vines","91.37","8.36","49.93","1.20","4.28","95.52","","","","","","","","","","89.17","13.65","","","","Kenya"
"68152","Sweet potato vines","90.92","10.52","48.98","3.22","5.21","94.99","","","","","","","","","","89.16","13.46","","","","Kenya"
"68153","Sweet potato vines","91.33","11.16","49.68","1.97","4.24","95.86","","","","","","","","","","88.49","13.85","","","","Kenya"
"68154","Sweet potato vines","90.33","14.50","49.80","5.21","3.84","94.28","","","","","","","","","","86.24","13.50","","","","Kenya"
"68155","Sweet potato vines","91.10","11.15","50.91","2.25","3.42","95.93","","","","","","","","","","89.04","13.86","","","","Kenya"
"68156","Sweet potato vines","90.41","13.23","50.12","3.65","7.15","93.88","","","","","","","","","","85.50","13.24","","","","Kenya"
"68157","Sweet potato vines","90.43","10.91","51.11","3.79","8.65","93.65","","","","","","","","","","86.20","12.90","","","","Kenya"
"68158","Sweet potato vines","91.29","8.93","50.12","1.62","4.44","95.52","","","","","","","","","","88.81","13.79","","","","Kenya"
"68159","Sweet potato vines","90.60","8.22","47.22","1.55","8.18","94.04","","","","","","","","","","91.09","13.20","","","","Kenya"
"68160","Sweet potato vines","90.33","13.12","49.15","3.02","5.35","93.25","","","","","","","","","","85.17","13.29","","","","Kenya"
"68161","Sweet potato vines","90.65","10.06","52.05","1.78","4.42","95.19","","","","","","","","","","86.89","14.03","","","","Kenya"
"68162","Sweet potato vines","90.03","10.51","52.84","3.41","4.55","95.36","","","","","","","","","","86.33","13.76","","","","Kenya"
"68163","Sweet potato vines","90.58","9.39","53.01","2.29","3.88","95.98","","","","","","","","","","86.71","14.23","","","","Kenya"
"68164","Sweet potato vines","90.31","11.93","51.57","3.89","4.56","94.55","","","","","","","","","","86.12","13.67","","","","Kenya"
"68165","Sweet potato vines","90.80","10.06","51.05","2.46","5.21","95.44","","","","","","","","","","86.74","13.78","","","","Kenya"
"68166","Sweet potato vines","90.05","12.07","48.47","3.39","2.99","94.72","","","","","","","","","","88.71","14.13","","","","Kenya"
"68167","Sweet potato vines","90.15","20.26","48.64","4.46","1.59","92.76","","","","","","","","","","82.30","13.80","","","","Kenya"
"68168","Sweet potato vines","91.35","10.82","48.56","1.45","3.98","95.82","","","","","","","","","","88.15","13.92","","","","Kenya"
"68169","Sweet potato vines","89.91","13.10","48.36","4.10","4.96","94.49","","","","","","","","","","84.53","13.91","","","","Kenya"
"68170","Sweet potato vines","90.56","11.71","47.57","2.57","3.84","94.55","","","","","","","","","","88.66","14.13","","","","Kenya"
"68171","Sweet potato vines","91.00","11.89","51.26","3.54","2.69","95.79","","","","","","","","","","87.03","14.11","","","","Kenya"
"68172","Sweet potato vines","90.34","9.48","52.86","3.12","5.21","94.88","","","","","","","","","","89.04","13.37","","","","Kenya"
"68173","Sweet potato vines","90.45","7.35","46.50","0.91","9.42","93.52","","","","","","","","","","89.12","13.14","","","","Kenya"
"68174","Sweet potato vines","90.70","9.37","54.04","2.52","6.13","95.15","","","","","","","","","","85.80","13.63","","","","Kenya"
"68175","Sweet potato vines","91.10","10.33","49.65","1.76","2.78","96.27","","","","","","","","","","89.72","14.33","","","","Kenya"
"68176","Sweet potato vines","91.19","9.37","50.13","1.70","4.20","95.55","","","","","","","","","","88.82","14.22","","","","Kenya"
"68177","Sweet potato vines","90.85","13.38","49.72","3.32","3.86","95.25","","","","","","","","","","86.20","13.76","","","","Kenya"
"68178","Sweet potato vines","91.49","10.94","53.89","1.55","3.48","97.13","","","","","","","","","","88.17","14.26","","","","Kenya"
"68179","Sweet potato vines","91.19","11.49","48.54","1.61","3.12","96.07","","","","","","","","","","88.81","14.15","","","","Kenya"
"68180","Sweet potato vines","91.16","9.02","53.04","0.82","3.17","96.61","","","","","","","","","","89.14","14.55","","","","Kenya"
"68181","Sweet potato vines","90.82","9.22","52.85","2.25","4.78","95.71","","","","","","","","","","88.49","14.02","","","","Kenya"
"68182","Sweet potato vines","90.55","9.63","54.27","2.44","4.38","95.83","","","","","","","","","","87.80","13.92","","","","Kenya"
"68183","Sweet potato vines","90.12","13.85","49.23","4.28","3.23","95.35","","","","","","","","","","85.81","14.09","","","","Kenya"
"68184","Sweet potato vines","90.73","13.34","50.94","4.26","4.15","95.09","","","","","","","","","","85.26","13.54","","","","Kenya"
"68185","Sweet potato vines","90.78","12.39","51.09","2.93","4.58","94.95","","","","","","","","","","87.50","13.72","","","","Kenya"
"68186","Sweet potato","90.65","11.09","46.22","2.70","2.66","95.97","","","","","","","","","","89.00","13.92","","","","Kenya"
"68187","Sweet potato","91.13","9.76","52.16","0.88","3.91","96.46","","","","","","","","","","88.26","14.70","","","","Kenya"
"68188","Sweet potato","91.09","10.48","47.89","1.92","4.32","95.55","","","","","","","","","","87.57","14.01","","","","Kenya"
"68189","Sweet potato","90.97","8.85","52.42","1.74","3.59","96.39","","","","","","","","","","88.65","14.18","","","","Kenya"
"68190","Sweet potato","90.46","9.47","52.17","2.55","5.16","95.35","","","","","","","","","","88.33","13.94","","","","Kenya"
"68191","Sweet potato","90.88","8.01","53.94","0.58","3.13","96.18","","","","","","","","","","89.99","14.57","","","","Kenya"
"67992","Sweet potato vines","89.57","13.83","44.20","4.52","2.33","94.45","","","","","","","","","","82.41","14.15","","","","Kenya"
"67993","Sweet potato vines","90.18","11.11","50.31","4.10","5.76","95.57","","","","","","","","","","84.15","14.09","","","","Kenya"
"67994","Sweet potato vines","91.35","51.07","52.56","13.58","9.15","82.55","","","","","","","","","","62.50","10.52","","","","Kenya"
"67995","Sweet potato vines","89.83","12.29","50.69","5.80","3.90","95.12","","","","","","","","","","81.96","14.15","","","","Kenya"
"67996","Sweet potato vines","90.43","8.73","52.65","2.21","4.62","95.67","","","","","","","","","","84.93","14.25","","","","Kenya"
"67997","Sweet potato vines","89.77","12.56","47.28","4.09","5.26","94.92","","","","","","","","","","80.42","13.84","","","","Kenya"
"67998","Sweet potato vines","90.03","15.31","45.03","4.36","2.43","95.01","","","","","","","","","","83.17","14.24","","","","Kenya"
"67999","Sweet potato vines","90.98","7.99","51.70","2.37","2.30","96.50","","","","","","","","","","84.03","14.71","","","","Kenya"
"68000","Sweet potato vines","90.04","12.36","56.62","4.53","4.03","95.51","","","","","","","","","","81.92","14.12","","","","Kenya"
"68001","Sweet potato vines","90.37","8.95","51.18","2.47","5.15","95.87","","","","","","","","","","85.96","14.24","","","","Kenya"
